training_row_id,row_origin,raw_file,line,plan_date,pub_date,session_date,packet_id,setup_level,swept_low,recovered_level,trap_detected_timestamp_et,reclaim_detected_timestamp_et,classification_complete_timestamp_et,candidate_fired_timestamp_et,candidate_timing_driver,outcome_window_available,horizon_15m_complete,horizon_60m_complete,reclaim_price,entry_price,entry_timestamp_et,source_mode,source_label_status,accepted_for_timing_test,source_confidence_score,significant_low_score,prior_touch_count,prior_hold_minutes,prior_bounce_points,major_source_bonus,flush_depth,flush_depth_ticks,approach_velocity,multi_level_flush_count,volume_on_trap_bar,median_volume_30m,flush_score,reclaim_score,reclaim_close_location,reclaim_range,acceptance_closes_above_L,acceptance_score_timestamp_et,non_acceptance_score_timestamp_et,first_threshold_close_timestamp_et,non_acceptance_score,non_acceptance_closes,reclaim_minutes_from_trap,squeeze_score,candidate_score,target_room,target_invalid_for_level_to_level,risk_to_sweep,target_R,next_trusted_level_above,next_trusted_level_source,next_trusted_level_role,next_trusted_level_pub_date,time_of_day_bucket,visual_sanity_status,source_blocker_count,bars_available,window_csv,acceptance_family_model,hard_reject,hard_reject_reasons
direct-a4f63a57559d3d11,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,18,,,,,7180.0,,7180.0,,,,,reclaim_score,false,false,false,7180.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-cadd2e195a9cdeb0,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,33,,,,,7185.0,7185.0,7185.0,,,,,reclaim_score,false,false,false,7185.0,,,actual_recap,source_unparsed_fbd,false,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.0,,true,,,7208.0,source_row_target,target_or_response,,missing,,1,0,,simple_reclaim_unclassified,true,no_source_data_only;missing_bars;no_reclaim
direct-e389b776af92cb08,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,36,,,,,7085.0,,7085.0,,,,,reclaim_score,false,false,false,7085.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-5ab4315837a8bc3b,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,37,,,,,7085.0,,7085.0,,,,,reclaim_score,false,false,false,7085.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-8c108ec04bfbf070,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,39,,,,,7085.0,,7085.0,,,,,reclaim_score,false,false,false,7085.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-1888ce9a84bf7679,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,41,,,,,7085.0,,7085.0,,,,,reclaim_score,false,false,false,7085.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-19c8b935957e4c8e,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,44,,,,,,,,,,,,reclaim_score,false,false,false,,,,context_recap,source_unparsed_fbd,false,0.0,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.05,,true,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim
direct-bfa6817960ef4b10,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,46,,,,,7085.0,7085.0,7085.0,,,,,reclaim_score,false,false,false,7085.0,,,actual_recap,source_confirmed_fbd,false,1.0,0.2,0,0.0,0.0,1.0,0.0,0.0,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.15,,true,,,,,,,missing,,2,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-60c74400878db5e8,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,49,,,,,7085.0,,7085.0,,,,,reclaim_score,false,false,false,7085.0,,,planned_setup,source_planned_fbd,false,0.55,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.105,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-cfdc2fd8c2ddf4b7,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,52,,,,,,,,,,,,reclaim_score,false,false,false,,,,context_recap,source_unparsed_fbd,false,0.0,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.05,,true,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim
direct-1e4d168c2746c991,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,54,,,,,,,,,,,,reclaim_score,false,false,false,,,,context_recap,source_unparsed_fbd,false,0.0,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.05,,true,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim
direct-6bc847f48c223cd0,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,55,,,,,,,,,,,,reclaim_score,false,false,false,,,,context_recap,source_unparsed_fbd,false,0.0,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.05,,true,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim
direct-032af51d0fbee253,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,58,,,,,,,,,,,,reclaim_score,false,false,false,,,,actual_recap,data_context,false,0.0,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.0,,true,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim
direct-a40c3d55e0ad2f6e,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,61,,,,,7129.0,,7129.0,,,,,reclaim_score,false,false,false,7129.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-66b6e8cc51a7ea93,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,64,,,,,7129.0,,7129.0,,,,,reclaim_score,false,false,false,7129.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-945ac3afc879fe6f,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,68,,,,,7129.0,,7129.0,,,,,reclaim_score,false,false,false,7129.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-eecc708b48ac912f,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,70,,,,,7129.0,7129.0,7129.0,,,,,reclaim_score,false,false,false,7129.0,,,data_context,source_confirmed_fbd,false,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.1,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-171208c8deae69ca,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,72,,,,,7129.0,,7129.0,,,,,reclaim_score,false,false,false,7129.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-e880ab0452678f03,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,76,,,,,7105.0,7105.0,7105.0,,,,,reclaim_score,false,false,false,7105.0,,,context_recap,source_unparsed_fbd,false,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.0,,true,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,no_source_data_only;missing_bars;no_reclaim
direct-4da38cd27d5543d5,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,78,,,,,7097.0,,7097.0,,,,,reclaim_score,false,false,false,7097.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-b7c1674e5b13fa9f,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,79,,,,,7097.0,,7097.0,,,,,reclaim_score,false,false,false,7097.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-ff05ba0da6d60e14,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,81,,,,,7097.0,,7097.0,,,,,reclaim_score,false,false,false,7097.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-a847e28669a996fd,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,83,,,,,7097.0,,7097.0,,,,,reclaim_score,false,false,false,7097.0,,,planned_setup,source_planned_fbd,false,0.55,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.105,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-08816a342b0f23bb,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,86,,,,,7097.0,,7097.0,,,,,reclaim_score,false,false,false,7097.0,,,context_recap,source_confirmed_fbd,false,0.8,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.13,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-c2810716746a4502,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,88,,,,,,,,,,,,reclaim_score,false,false,false,,,,context_recap,source_unparsed_fbd,false,0.0,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.0,,true,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim
direct-a51f22d1faa232c7,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,90,,,,,7097.0,,7097.0,,,,,reclaim_score,false,false,false,7097.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-49d42afa3f0a0c24,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,92,,,,,7097.0,,7097.0,,,,,reclaim_score,false,false,false,7097.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-e12e3ee8db003dbf,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,94,,,,,7097.0,7147.0,7097.0,,,,,reclaim_score,false,false,false,7097.0,,,actual_recap,source_confirmed_fbd,false,1.0,0.0,0,0.0,0.0,0.0,-50.0,-200.0,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.1,,true,,,7147.0,source_row_target,target_or_response,,missing,,2,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-50c06db34a04d40d,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,98,,,,,7097.0,,7097.0,,,,,reclaim_score,false,false,false,7097.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-59c8e3cf7323b6e7,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,103,,,,,7120.0,,7120.0,,,,,reclaim_score,false,false,false,7120.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,7180.0,source_row_target,target_or_response,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-460aa9833e560f40,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,106,,,,,7120.0,,7120.0,,,,,reclaim_score,false,false,false,7120.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,7180.0,source_row_target,target_or_response,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-2f7810a6ad98127c,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,108,,,,,7120.0,,7120.0,,,,,reclaim_score,false,false,false,7120.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-78a3d937a9a01aa6,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,110,,,,,7120.0,,7120.0,,,,,reclaim_score,false,false,false,7120.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,7180.0,source_row_target,target_or_response,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-10ad87ec5c3f82ff,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,112,,,,,7120.0,,7120.0,,,,,reclaim_score,false,false,false,7120.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-01e241951aa67272,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,114,,,,,7120.0,,7120.0,,,,,reclaim_score,false,false,false,7120.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-856fb9caf20b0aee,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,116,,,,,7120.0,,7120.0,,,,,reclaim_score,false,false,false,7120.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-132838185b289ad3,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,117,,,,,7120.0,,7120.0,,,,,reclaim_score,false,false,false,7120.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-a578aaa0b15be6b3,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,128,,,,,7120.0,,7120.0,,,,,reclaim_score,false,false,false,7120.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-26df4b18f5f87629,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,130,,,,,,,,,,,,reclaim_score,false,false,false,,,,context_recap,source_unparsed_fbd,false,0.0,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.0,,true,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim
direct-3992915eaba44370,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,132,,,,,7120.0,,7120.0,,,,,reclaim_score,false,false,false,7120.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-47a1d93122ef5560,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,141,,,,,6793.0,,6793.0,,,,,reclaim_score,false,false,false,6793.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-5f3335861411e4bb,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,142,,,,,6793.0,,6793.0,,,,,reclaim_score,false,false,false,6793.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-763893f592846086,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,144,,,,,6793.0,,6793.0,,,,,reclaim_score,false,false,false,6793.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-3a12801abcea44ec,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,146,,,,,,,,,,,,reclaim_score,false,false,false,,,,context_recap,source_unparsed_fbd,false,0.0,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.0,,true,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim
direct-1256b8487c1ac190,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,148,,,,,6793.0,,6793.0,,,,,reclaim_score,false,false,false,6793.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-65ea68336a17727a,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,155,,,,,6793.0,,6793.0,,,,,reclaim_score,false,false,false,6793.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-faa54c2c82c728c6,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,157,,,,,,,,,,,,reclaim_score,false,false,false,,,,context_recap,source_unparsed_fbd,false,0.0,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.0,,true,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim
direct-dd32bd12b119e44d,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,165,,,,,6793.0,,6793.0,,,,,reclaim_score,false,false,false,6793.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-2f73514d00427393,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,168,,,,,6793.0,,6793.0,,,,,reclaim_score,false,false,false,6793.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-d0495f3e94054253,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,170,,,,,6793.0,,6793.0,,,,,reclaim_score,false,false,false,6793.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-e3453a5da2e963dd,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,172,,,,,6793.0,,6793.0,,,,,reclaim_score,false,false,false,6793.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-e556f3a94baa8c44,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,174,,,,,6793.0,,6793.0,,,,,reclaim_score,false,false,false,6793.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-759596d190bac660,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,176,,,,,6793.0,,6793.0,,,,,reclaim_score,false,false,false,6793.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-e4cee05319cd9d85,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,177,,,,,6792.0,,6792.0,,,,,reclaim_score,false,false,false,6792.0,,,context_recap,source_confirmed_fbd,false,0.8,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.13,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-6c2b401f3a763694,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,179,,,,,6793.0,,6793.0,,,,,reclaim_score,false,false,false,6793.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-548f288363d1a061,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,181,,,,,6793.0,,6793.0,,,,,reclaim_score,false,false,false,6793.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-b15c472dfd5efca1,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,184,,,,,6793.0,,6793.0,,,,,reclaim_score,false,false,false,6793.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
direct-b633be0c20fe275c,direct_source_audit,data\backtest\es-long-bracket\derived\mancini-posts.jsonl,186,,,,,6793.0,,6793.0,,,,,reclaim_score,false,false,false,6793.0,,,context_recap,source_confirmed_fbd,false,0.8,0.0,0,0.0,0.0,0.0,,,,0,,,0.0,0.0,,,0,,,,0.0,0,,0.0,0.08,,true,,,,,,,missing,,4,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;not_accepted_for_timing_test
