protocol,date,level_name,level,flush_timestamp,reclaim_timestamp,signal_timestamp,entry_price,swept_low,flush_depth,prior_touch_groups,acceptance_closes_above_L,non_acceptance_closes,multi_level_flush_count,confirmation,source_classification,mfe_60m,mae_60m,risk_to_sweep,tp2_hit,tp3_hit,next_level_hit,stop_first,expectancy_points_slippage_0_5
classic_acceptance_backtest_from_below,2026-04-14,prev_close,6927.5,2026-04-14T01:03:00-04:00,2026-04-14T02:02:00-04:00,2026-04-14T02:03:00-04:00,6930,6920.25,7.25,10,16,1,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,8,3,10,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-14,call_trigger,6956.43,2026-04-14T07:43:00-04:00,2026-04-14T08:42:00-04:00,2026-04-14T08:47:00-04:00,6956.75,6936.5,19.93,0,16,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,19,1.25,20.5,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-14,ext_plus_1,6974.33,2026-04-14T08:36:00-04:00,2026-04-14T09:35:00-04:00,2026-04-14T09:36:00-04:00,6974.5,6948.25,26.08,0,3,0,1,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,14,6.75,26.5,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-14,ext_plus_1,6974.33,2026-04-14T08:36:00-04:00,2026-04-14T09:35:00-04:00,2026-04-14T09:49:00-04:00,6975.25,6948.25,26.08,0,3,0,1,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,18.25,4.5,27.25,true,true,true,false,2.5
non_acceptance_protocol,2026-04-14,ext_plus_1,6974.33,2026-04-14T10:05:00-04:00,2026-04-14T10:17:00-04:00,2026-04-14T10:20:00-04:00,6979.75,6970.75,3.58,4,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,17,3,9.25,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-14,ext_plus_1,6974.33,2026-04-14T10:05:00-04:00,2026-04-14T10:17:00-04:00,2026-04-14T10:18:00-04:00,6974.75,6970.75,3.58,4,16,6,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,20.5,0.5,4.25,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-14,ext_plus_2,6988.79,2026-04-14T09:44:00-04:00,2026-04-14T10:43:00-04:00,2026-04-14T10:44:00-04:00,6990.25,6970.25,18.54,0,16,1,1,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,9.25,1.75,20.25,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-14,ext_plus_2,6988.79,2026-04-14T13:21:00-04:00,2026-04-14T13:26:00-04:00,2026-04-14T13:27:00-04:00,6989.75,6983.25,5.54,4,2,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,14.75,4.75,6.75,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-14,ext_plus_2,6988.79,2026-04-14T13:21:00-04:00,2026-04-14T13:26:00-04:00,2026-04-14T13:32:00-04:00,6990,6983.25,5.54,4,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,18,5,7,true,true,true,false,2.5
non_acceptance_protocol,2026-04-14,ext_plus_2,6988.79,2026-04-14T13:46:00-04:00,2026-04-14T13:59:00-04:00,2026-04-14T14:04:00-04:00,6994,6985,3.79,6,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,14,1.5,9.25,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-14,ext_plus_2,6988.79,2026-04-14T13:46:00-04:00,2026-04-14T13:59:00-04:00,2026-04-14T14:00:00-04:00,6990.5,6985,3.79,6,16,6,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,17.5,1.75,5.75,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-14,ext_plus_3,7003.26,2026-04-14T13:28:00-04:00,2026-04-14T14:27:00-04:00,2026-04-14T14:28:00-04:00,7003.5,6985,18.26,6,7,0,1,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,4.5,6.5,18.75,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-14,ext_plus_3,7003.26,2026-04-14T14:47:00-04:00,2026-04-14T14:58:00-04:00,2026-04-14T14:59:00-04:00,7006,6997,6.26,9,3,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,1.25,5.5,9.25,false,false,false,false,0.75
classic_acceptance_second_attempt_reclaim,2026-04-14,ext_plus_3,7003.26,2026-04-14T14:47:00-04:00,2026-04-14T14:58:00-04:00,2026-04-14T15:16:00-04:00,7003.75,6997,6.26,9,3,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,2.25,0.5,7,true,false,false,false,1.5
simple_reclaim_unclassified,2026-04-15,prev_close,7004.25,2026-04-14T21:35:00-04:00,2026-04-14T21:38:00-04:00,2026-04-14T21:38:00-04:00,7005.25,7003.75,0.5,4,16,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,2,1.25,1.75,true,false,false,false,1.5
classic_acceptance_second_attempt_reclaim,2026-04-15,prev_close,7004.25,2026-04-15T00:23:00-04:00,2026-04-15T00:25:00-04:00,2026-04-15T00:29:00-04:00,7004.75,7003.25,1,12,3,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,1.75,4.25,1.75,false,false,false,true,-2.25
classic_acceptance_backtest_from_below,2026-04-15,prev_close,7004.25,2026-04-15T00:45:00-04:00,2026-04-15T01:00:00-04:00,2026-04-15T01:02:00-04:00,7005.25,7001,3.25,13,7,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,2.75,2.25,4.5,true,false,false,false,1.5
simple_reclaim_unclassified,2026-04-15,prev_close,7004.25,2026-04-15T02:01:00-04:00,2026-04-15T02:02:00-04:00,2026-04-15T02:02:00-04:00,7004.5,7003,1.25,16,14,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,2.75,5.25,1.75,true,false,false,false,1.5
classic_acceptance_second_attempt_reclaim,2026-04-15,prev_close,7004.25,2026-04-15T02:22:00-04:00,2026-04-15T02:36:00-04:00,2026-04-15T02:38:00-04:00,7004.5,7001.75,2.5,17,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,5.25,5.25,3,true,true,false,true,-3.5
simple_reclaim_unclassified,2026-04-15,prev_close,7004.25,2026-04-15T02:56:00-04:00,2026-04-15T02:57:00-04:00,2026-04-15T02:57:00-04:00,7005,7002.75,1.5,20,16,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,5.5,2.5,2.5,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-15,prev_close,7004.25,2026-04-15T03:17:00-04:00,2026-04-15T03:20:00-04:00,2026-04-15T03:20:00-04:00,7004.5,7002.5,1.75,21,16,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,6,4.5,2.25,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-15,prev_close,7004.25,2026-04-15T04:05:00-04:00,2026-04-15T04:22:00-04:00,2026-04-15T04:23:00-04:00,7004.25,7000,4.25,23,2,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,1,9.75,4.5,false,false,false,true,-5
simple_reclaim_unclassified,2026-04-15,prev_close,7004.25,2026-04-15T04:42:00-04:00,2026-04-15T05:09:00-04:00,2026-04-15T05:09:00-04:00,7004.5,6999.5,4.75,30,1,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,0.5,12.75,5.25,false,false,false,true,-5.75
classic_acceptance_backtest_from_below,2026-04-15,prev_close,7004.25,2026-04-15T05:29:00-04:00,2026-04-15T06:10:00-04:00,2026-04-15T06:11:00-04:00,7004.75,6991.75,12.5,31,5,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,13.25,3.25,13.25,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-15,prev_close,7004.25,2026-04-15T06:30:00-04:00,2026-04-15T06:31:00-04:00,2026-04-15T06:31:00-04:00,7006.75,7003,1.25,35,16,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,11.25,5.25,4,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-15,prev_close,7004.25,2026-04-15T07:05:00-04:00,2026-04-15T07:06:00-04:00,2026-04-15T07:12:00-04:00,7005,7002.25,2,38,9,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,7,3.5,3,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-15,prev_close,7004.25,2026-04-15T07:26:00-04:00,2026-04-15T07:27:00-04:00,2026-04-15T07:28:00-04:00,7004.5,7001.5,2.75,42,16,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,10.5,0.75,3.25,true,true,false,false,2.5
non_acceptance_protocol,2026-04-15,prev_close,7004.25,2026-04-15T08:44:00-04:00,2026-04-15T08:45:00-04:00,2026-04-15T08:47:00-04:00,7014.25,7004,0.25,43,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,18,7.75,10.5,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-15,call_trigger,7032.59,2026-04-15T09:13:00-04:00,2026-04-15T10:12:00-04:00,2026-04-15T10:13:00-04:00,7033.25,7016.75,15.84,0,16,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,4.25,3.5,16.75,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-15,call_trigger,7032.59,2026-04-15T10:32:00-04:00,2026-04-15T10:37:00-04:00,2026-04-15T10:38:00-04:00,7032.75,7030.25,2.34,7,16,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,7.5,3,2.75,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-15,call_trigger,7032.59,2026-04-15T10:57:00-04:00,2026-04-15T10:58:00-04:00,2026-04-15T11:06:00-04:00,7033.5,7031,1.59,8,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,6.75,14.25,2.75,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-15,call_trigger,7032.59,2026-04-15T11:40:00-04:00,2026-04-15T12:05:00-04:00,2026-04-15T12:08:00-04:00,7034,7019.25,13.34,10,16,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,14.5,1.75,15,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-15,ext_plus_1,7050.13,2026-04-15T12:34:00-04:00,2026-04-15T13:33:00-04:00,2026-04-15T13:39:00-04:00,7052.25,7033.75,16.38,0,7,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,11,4.25,18.75,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-16,prev_close,7058.25,2026-04-16T08:52:00-04:00,2026-04-16T09:08:00-04:00,2026-04-16T09:10:00-04:00,7059,7046.5,11.75,1,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,16.25,11.25,12.75,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-16,prev_close,7058.25,2026-04-16T09:28:00-04:00,2026-04-16T09:45:00-04:00,2026-04-16T09:47:00-04:00,7059.25,7049.75,8.5,4,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,26.5,3,9.75,true,true,false,false,2.5
non_acceptance_protocol,2026-04-16,prev_close,7058.25,2026-04-16T13:27:00-04:00,2026-04-16T13:29:00-04:00,2026-04-16T13:31:00-04:00,7063.25,7056.25,2,8,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,10.5,3.25,7.25,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-16,call_trigger,7085.8,2026-04-16T10:16:00-04:00,2026-04-16T11:15:00-04:00,2026-04-16T11:17:00-04:00,7087.25,7067.5,18.3,0,6,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,1.75,27.75,20,false,false,false,true,-20.5
simple_reclaim_unclassified,2026-04-17,prev_close,7078.25,2026-04-16T19:06:00-04:00,2026-04-16T19:07:00-04:00,2026-04-16T19:07:00-04:00,7079.5,7078,0.25,1,8,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,5,1.75,1.75,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-17,prev_close,7078.25,2026-04-16T21:25:00-04:00,2026-04-16T21:26:00-04:00,2026-04-16T21:26:00-04:00,7078.75,7077.25,1,3,16,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,2,2.5,1.75,true,false,false,false,1.5
simple_reclaim_unclassified,2026-04-17,prev_close,7078.25,2026-04-16T21:50:00-04:00,2026-04-16T21:51:00-04:00,2026-04-16T21:51:00-04:00,7078.5,7078,0.25,5,13,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,1,2.25,0.75,false,false,false,true,-1.25
classic_acceptance_backtest_from_below,2026-04-17,prev_close,7078.25,2026-04-16T22:11:00-04:00,2026-04-16T22:23:00-04:00,2026-04-16T22:24:00-04:00,7078.25,7076.25,2,5,2,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,4.25,1.75,2.25,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-17,prev_close,7078.25,2026-04-16T22:11:00-04:00,2026-04-16T22:23:00-04:00,2026-04-16T23:04:00-04:00,7078.5,7076.25,2,5,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,4.5,3.25,2.5,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-17,prev_close,7078.25,2026-04-16T22:43:00-04:00,2026-04-16T23:04:00-04:00,2026-04-16T23:04:00-04:00,7078.5,7077.25,1,7,16,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,4.5,3.25,1.5,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-17,prev_close,7078.25,2026-04-17T00:01:00-04:00,2026-04-17T00:23:00-04:00,2026-04-17T00:24:00-04:00,7079,7075.25,3,9,8,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,4.75,2.25,4,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-17,prev_close,7078.25,2026-04-17T01:31:00-04:00,2026-04-17T01:33:00-04:00,2026-04-17T01:38:00-04:00,7078.5,7077.75,0.5,12,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,8,0.5,1,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-17,call_trigger,7104.54,2026-04-17T06:13:00-04:00,2026-04-17T07:12:00-04:00,2026-04-17T07:13:00-04:00,7105.75,7093.25,11.29,0,10,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,41.75,4,12.75,true,true,true,false,2.5
non_acceptance_protocol,2026-04-17,ext_plus_1,7120.81,2026-04-17T06:49:00-04:00,2026-04-17T07:48:00-04:00,2026-04-17T07:49:00-04:00,7132,7098.75,22.06,0,16,6,1,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,15.5,15,33.5,true,true,true,false,2.5
non_acceptance_protocol,2026-04-17,ext_plus_1,7120.81,2026-04-17T08:29:00-04:00,2026-04-17T08:30:00-04:00,2026-04-17T08:31:00-04:00,7126.25,7119,1.81,3,16,2,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,31,9.25,7.5,true,true,true,false,2.5
non_acceptance_protocol,2026-04-17,ext_plus_2,7133.96,2026-04-17T07:00:00-04:00,2026-04-17T07:59:00-04:00,2026-04-17T08:07:00-04:00,7140,7099.5,34.46,0,1,6,2,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,11.5,23,40.75,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-17,ext_plus_2,7133.96,2026-04-17T07:00:00-04:00,2026-04-17T07:59:00-04:00,2026-04-17T08:04:00-04:00,7134.5,7099.5,34.46,0,1,6,2,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,15,17.5,35.25,true,true,true,false,2.5
ladder_first_reclaim,2026-04-17,ext_plus_2,7133.96,2026-04-17T07:00:00-04:00,2026-04-17T07:59:00-04:00,2026-04-17T07:59:00-04:00,7136,7099.5,34.46,0,1,6,2,multi_saty_level_flush_then_first_reclaim,saty_only_no_mancini_source_setup,11.5,19,36.75,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-17,ext_plus_2,7133.96,2026-04-17T08:23:00-04:00,2026-04-17T08:24:00-04:00,2026-04-17T08:51:00-04:00,7136.5,7133.25,0.71,5,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,38.25,6.25,3.5,true,true,true,true,-4
non_acceptance_protocol,2026-04-17,ext_plus_2,7133.96,2026-04-17T08:44:00-04:00,2026-04-17T08:51:00-04:00,2026-04-17T08:56:00-04:00,7139,7117,16.96,6,16,6,1,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,35.75,4,22.25,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-17,ext_plus_2,7133.96,2026-04-17T08:44:00-04:00,2026-04-17T08:51:00-04:00,2026-04-17T08:54:00-04:00,7137.25,7117,16.96,6,16,6,1,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,37.5,4,20.5,true,true,true,false,2.5
non_acceptance_protocol,2026-04-17,ext_plus_3,7147.11,2026-04-17T08:05:00-04:00,2026-04-17T09:04:00-04:00,2026-04-17T09:12:00-04:00,7149.5,7117,30.11,0,16,1,2,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,25.25,3.75,32.75,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-17,ext_plus_3,7147.11,2026-04-17T08:05:00-04:00,2026-04-17T09:04:00-04:00,2026-04-17T09:12:00-04:00,7149.5,7117,30.11,0,16,1,2,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,25.25,3.75,32.75,true,true,true,false,2.5
ladder_first_reclaim,2026-04-17,ext_plus_3,7147.11,2026-04-17T08:05:00-04:00,2026-04-17T09:04:00-04:00,2026-04-17T09:04:00-04:00,7149,7117,30.11,0,16,1,2,multi_saty_level_flush_then_first_reclaim,saty_only_no_mancini_source_setup,25.75,3.25,32.25,true,true,true,false,2.5
ladder_first_reclaim,2026-04-17,ext_plus_4,7165.82,2026-04-17T08:41:00-04:00,2026-04-17T09:40:00-04:00,2026-04-17T09:40:00-04:00,7166.75,7117,48.82,0,15,1,3,multi_saty_level_flush_then_first_reclaim,saty_only_no_mancini_source_setup,8.25,7.25,50,true,true,false,false,2.5
non_acceptance_protocol,2026-04-17,ext_plus_4,7165.82,2026-04-17T10:00:00-04:00,2026-04-17T10:01:00-04:00,2026-04-17T10:06:00-04:00,7172.5,7163,2.82,3,10,2,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,4.5,13,9.75,true,true,false,true,-10.25
classic_acceptance_backtest_from_below,2026-04-17,ext_plus_4,7165.82,2026-04-17T10:00:00-04:00,2026-04-17T10:01:00-04:00,2026-04-17T10:03:00-04:00,7167.5,7163,2.82,3,10,2,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,9.5,8,4.75,true,true,false,false,2.5
non_acceptance_protocol,2026-04-17,ext_plus_4,7165.82,2026-04-17T10:21:00-04:00,2026-04-17T10:23:00-04:00,2026-04-17T10:43:00-04:00,7166.75,7161,4.82,5,2,1,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,17.5,1.25,6,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-17,ext_plus_4,7165.82,2026-04-17T10:21:00-04:00,2026-04-17T10:23:00-04:00,2026-04-17T10:24:00-04:00,7166.25,7161,4.82,5,2,1,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,12,2.5,5.5,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-17,ext_plus_4,7165.82,2026-04-17T10:21:00-04:00,2026-04-17T10:23:00-04:00,2026-04-17T10:26:00-04:00,7167.5,7161,4.82,5,2,1,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,10.75,3.75,6.75,true,true,false,false,2.5
non_acceptance_protocol,2026-04-17,ext_plus_4,7165.82,2026-04-17T10:44:00-04:00,2026-04-17T10:45:00-04:00,2026-04-17T10:50:00-04:00,7173.5,7165.5,0.32,7,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,12.25,6.75,8.25,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-17,ext_plus_4,7165.82,2026-04-17T12:21:00-04:00,2026-04-17T12:22:00-04:00,2026-04-17T12:46:00-04:00,7167.25,7162.75,3.07,9,2,1,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,1.75,14.5,4.75,false,false,false,true,-5.25
classic_acceptance_backtest_from_below,2026-04-17,ext_plus_4,7165.82,2026-04-17T12:42:00-04:00,2026-04-17T12:46:00-04:00,2026-04-17T12:49:00-04:00,7166,7159.25,6.57,11,12,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,2.75,13.25,7,true,false,false,false,1.5
classic_acceptance_backtest_from_below,2026-04-20,ext_minus_2,7108.57,2026-04-19T18:16:00-04:00,2026-04-19T19:15:00-04:00,2026-04-19T19:16:00-04:00,7109,7101.5,7.07,1,16,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,13,1.25,7.75,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-20,ext_minus_1,7121.71,2026-04-19T19:36:00-04:00,2026-04-19T20:35:00-04:00,2026-04-19T20:38:00-04:00,7122.25,7108.75,12.96,0,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,4.5,1.5,13.75,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-20,ext_minus_1,7121.71,2026-04-19T21:07:00-04:00,2026-04-19T21:09:00-04:00,2026-04-19T21:15:00-04:00,7122.25,7121.25,0.46,5,3,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,1.5,2.75,1.25,false,false,false,true,-1.75
classic_acceptance_second_attempt_reclaim,2026-04-20,ext_minus_1,7121.71,2026-04-19T21:40:00-04:00,2026-04-19T21:45:00-04:00,2026-04-19T21:59:00-04:00,7122,7121.25,0.46,6,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,1.75,3.25,1,false,false,false,true,-1.5
simple_reclaim_unclassified,2026-04-20,ext_minus_1,7121.71,2026-04-19T22:08:00-04:00,2026-04-19T22:20:00-04:00,2026-04-19T22:20:00-04:00,7122.75,7119.75,1.96,7,16,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,1,5.25,3.25,false,false,false,true,-3.75
classic_acceptance_backtest_from_below,2026-04-20,ext_minus_1,7121.71,2026-04-20T00:57:00-04:00,2026-04-20T01:56:00-04:00,2026-04-20T01:57:00-04:00,7125.5,7112.75,8.96,12,16,1,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,5.75,11,13,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-20,ext_minus_1,7121.71,2026-04-20T02:30:00-04:00,2026-04-20T02:32:00-04:00,2026-04-20T02:32:00-04:00,7122,7114.5,7.21,15,1,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,0.75,11.75,7.75,false,false,false,true,-8.25
classic_acceptance_second_attempt_reclaim,2026-04-20,ext_minus_1,7121.71,2026-04-20T02:52:00-04:00,2026-04-20T03:34:00-04:00,2026-04-20T03:37:00-04:00,7122,7110.25,11.46,17,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,12,0.75,12,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-20,ext_minus_1,7121.71,2026-04-20T06:04:00-04:00,2026-04-20T06:05:00-04:00,2026-04-20T06:05:00-04:00,7123,7121,0.71,21,16,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,11,1.75,2.25,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-20,ext_minus_1,7121.71,2026-04-20T06:30:00-04:00,2026-04-20T06:31:00-04:00,2026-04-20T06:31:00-04:00,7122.25,7121.25,0.46,25,16,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,12,1,1.25,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-20,put_trigger,7137.97,2026-04-20T06:49:00-04:00,2026-04-20T07:48:00-04:00,2026-04-20T07:49:00-04:00,7138.75,7126.75,11.22,0,4,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,15.75,4,12.25,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-20,put_trigger,7137.97,2026-04-20T06:49:00-04:00,2026-04-20T07:48:00-04:00,2026-04-20T08:05:00-04:00,7138.25,7126.75,11.22,0,4,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,21.25,3.5,11.75,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-20,put_trigger,7137.97,2026-04-20T08:08:00-04:00,2026-04-20T08:09:00-04:00,2026-04-20T08:09:00-04:00,7140.5,7134.75,3.22,1,16,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,19,1.5,6,true,true,false,false,2.5
non_acceptance_protocol,2026-04-20,put_trigger,7137.97,2026-04-20T09:51:00-04:00,2026-04-20T10:26:00-04:00,2026-04-20T10:31:00-04:00,7138,7121.5,16.47,1,6,1,1,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,2.75,7.75,16.75,true,false,false,false,1.5
classic_acceptance_backtest_from_below,2026-04-20,put_trigger,7137.97,2026-04-20T09:51:00-04:00,2026-04-20T10:26:00-04:00,2026-04-20T10:28:00-04:00,7138,7121.5,16.47,1,6,1,1,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,7.25,7.75,16.75,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-20,put_trigger,7137.97,2026-04-20T10:46:00-04:00,2026-04-20T11:31:00-04:00,2026-04-20T11:32:00-04:00,7138,7130.25,7.72,6,4,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,6.25,5.25,8,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-20,put_trigger,7137.97,2026-04-20T10:46:00-04:00,2026-04-20T11:31:00-04:00,2026-04-20T11:41:00-04:00,7138.5,7130.25,7.72,6,4,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,5.75,5.75,8.5,true,true,false,false,2.5
