protocol,date,level_name,level,flush_timestamp,reclaim_timestamp,signal_timestamp,entry_price,swept_low,flush_depth,prior_touch_groups,acceptance_closes_above_L,non_acceptance_closes,multi_level_flush_count,confirmation,source_classification,mfe_60m,mae_60m,risk_to_sweep,tp2_hit,tp3_hit,next_level_hit,stop_first,expectancy_points_slippage_0_5
classic_acceptance_second_attempt_reclaim,2026-04-24,call_trigger,7156.83,2026-04-23T19:42:00-04:00,2026-04-23T19:43:00-04:00,2026-04-23T19:45:00-04:00,7157.75,7155.75,1.08,4,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,1.25,7,2.25,false,false,false,true,-2.75
classic_acceptance_backtest_from_below,2026-04-24,call_trigger,7156.83,2026-04-23T20:04:00-04:00,2026-04-23T20:52:00-04:00,2026-04-23T20:53:00-04:00,7157,7150.75,6.08,8,2,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,0.5,16.5,6.5,false,false,false,true,-7
classic_acceptance_second_attempt_reclaim,2026-04-24,call_trigger,7156.83,2026-04-23T20:04:00-04:00,2026-04-23T20:52:00-04:00,2026-04-23T20:57:00-04:00,7157.25,7150.75,6.08,8,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,0.25,16.75,6.75,false,false,false,true,-7.25
simple_reclaim_unclassified,2026-04-24,call_trigger,7156.83,2026-04-24T02:21:00-04:00,2026-04-24T03:20:00-04:00,2026-04-24T03:20:00-04:00,7157.25,7146.75,10.08,14,1,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,2,16.75,10.75,true,false,false,false,1.5
non_acceptance_protocol,2026-04-24,call_trigger,7156.83,2026-04-24T05:05:00-04:00,2026-04-24T06:04:00-04:00,2026-04-24T06:07:00-04:00,7174.25,7141.5,15.33,15,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,15.25,14,33,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-24,call_trigger,7156.83,2026-04-24T05:05:00-04:00,2026-04-24T06:04:00-04:00,2026-04-24T06:06:00-04:00,7160.5,7141.5,15.33,15,16,6,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,29,3.5,19.25,true,true,true,false,2.5
non_acceptance_protocol,2026-04-24,call_trigger,7156.83,2026-04-24T07:49:00-04:00,2026-04-24T07:50:00-04:00,2026-04-24T07:59:00-04:00,7162.25,7154.5,2.33,17,3,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,8.25,17.25,8,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-24,call_trigger,7156.83,2026-04-24T07:49:00-04:00,2026-04-24T07:50:00-04:00,2026-04-24T07:52:00-04:00,7157.75,7154.5,2.33,17,3,6,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,12.75,7,3.5,true,true,false,true,-4
classic_acceptance_second_attempt_reclaim,2026-04-24,call_trigger,7156.83,2026-04-24T07:49:00-04:00,2026-04-24T07:50:00-04:00,2026-04-24T07:55:00-04:00,7158.75,7154.5,2.33,17,3,6,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,11.75,12.75,4.5,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-24,call_trigger,7156.83,2026-04-24T08:31:00-04:00,2026-04-24T08:38:00-04:00,2026-04-24T08:39:00-04:00,7158.25,7150.75,6.08,20,5,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,6.5,13.25,7.75,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-24,call_trigger,7156.83,2026-04-24T08:58:00-04:00,2026-04-24T09:12:00-04:00,2026-04-24T09:13:00-04:00,7158.75,7146.5,10.33,22,2,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,15.75,9.25,12.5,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-24,call_trigger,7156.83,2026-04-24T08:58:00-04:00,2026-04-24T09:12:00-04:00,2026-04-24T09:15:00-04:00,7158.25,7146.5,10.33,22,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,16.25,8.75,12,true,true,true,false,2.5
non_acceptance_protocol,2026-04-24,call_trigger,7156.83,2026-04-24T09:32:00-04:00,2026-04-24T09:35:00-04:00,2026-04-24T09:40:00-04:00,7162.5,7149.5,7.33,29,2,2,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,14.5,1.75,13.25,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-24,call_trigger,7156.83,2026-04-24T09:32:00-04:00,2026-04-24T09:35:00-04:00,2026-04-24T09:36:00-04:00,7158.5,7149.5,7.33,29,2,2,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,18.5,4,9.25,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-24,call_trigger,7156.83,2026-04-24T09:32:00-04:00,2026-04-24T09:35:00-04:00,2026-04-24T09:38:00-04:00,7161.75,7149.5,7.33,29,2,2,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,15.25,7.25,12.5,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-24,ext_plus_1,7171.88,2026-04-24T05:08:00-04:00,2026-04-24T06:07:00-04:00,2026-04-24T06:21:00-04:00,7173.75,7141.75,30.13,0,1,0,1,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,15.75,7,32.25,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-24,ext_plus_1,7171.88,2026-04-24T06:45:00-04:00,2026-04-24T06:46:00-04:00,2026-04-24T06:51:00-04:00,7173,7171.5,0.38,2,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,4.75,18.5,1.75,true,true,false,true,-2.25
non_acceptance_protocol,2026-04-24,ext_plus_1,7171.88,2026-04-24T07:06:00-04:00,2026-04-24T07:10:00-04:00,2026-04-24T07:19:00-04:00,7174.25,7168.75,3.13,5,11,1,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,1.5,20,5.75,false,false,false,true,-6.25
classic_acceptance_backtest_from_below,2026-04-24,ext_plus_1,7171.88,2026-04-24T07:06:00-04:00,2026-04-24T07:10:00-04:00,2026-04-24T07:19:00-04:00,7174.25,7168.75,3.13,5,11,1,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,1.5,20,5.75,false,false,false,true,-6.25
classic_acceptance_backtest_from_below,2026-04-24,ext_plus_1,7171.88,2026-04-24T09:12:00-04:00,2026-04-24T10:11:00-04:00,2026-04-24T10:12:00-04:00,7173.25,7149.5,22.38,9,4,0,1,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,24,2.75,24,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-24,ext_plus_1,7171.88,2026-04-24T09:12:00-04:00,2026-04-24T10:11:00-04:00,2026-04-24T10:16:00-04:00,7172.25,7149.5,22.38,9,4,0,1,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,25,1.75,23,true,true,true,false,2.5
non_acceptance_protocol,2026-04-24,ext_plus_1,7171.88,2026-04-24T10:38:00-04:00,2026-04-24T10:39:00-04:00,2026-04-24T10:44:00-04:00,7190,7170.5,1.38,14,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,7.25,17.5,19.75,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-24,ext_plus_2,7184.04,2026-04-24T05:28:00-04:00,2026-04-24T06:27:00-04:00,2026-04-24T06:29:00-04:00,7187.25,7148.25,35.79,0,1,0,2,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,2.25,20.25,39.25,true,false,false,false,1.5
ladder_first_reclaim,2026-04-24,ext_plus_2,7184.04,2026-04-24T05:28:00-04:00,2026-04-24T06:27:00-04:00,2026-04-24T06:27:00-04:00,7184.5,7148.25,35.79,0,1,0,2,multi_saty_level_flush_then_first_reclaim,saty_only_no_mancini_source_setup,5,17.5,36.5,true,true,false,false,2.5
non_acceptance_protocol,2026-04-24,ext_plus_2,7184.04,2026-04-24T09:45:00-04:00,2026-04-24T10:44:00-04:00,2026-04-24T10:46:00-04:00,7186.75,7162.25,21.79,2,16,1,1,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,10,4.75,24.75,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-24,ext_plus_2,7184.04,2026-04-24T09:45:00-04:00,2026-04-24T10:44:00-04:00,2026-04-24T10:46:00-04:00,7186.75,7162.25,21.79,2,16,1,1,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,10,4.75,24.75,true,true,true,false,2.5
simple_reclaim_unclassified,2026-04-24,ext_plus_2,7184.04,2026-04-24T12:22:00-04:00,2026-04-24T12:24:00-04:00,2026-04-24T12:24:00-04:00,7187,7183,1.04,7,7,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,13.5,4.25,4.25,true,true,true,true,-4.75
classic_acceptance_backtest_from_below,2026-04-24,ext_plus_3,7196.2,2026-04-24T13:10:00-04:00,2026-04-24T14:09:00-04:00,2026-04-24T14:10:00-04:00,7197,7184.75,11.45,4,12,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,3,7.25,12.5,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-24,ext_plus_3,7196.2,2026-04-24T14:29:00-04:00,2026-04-24T14:54:00-04:00,2026-04-24T14:56:00-04:00,7196.75,7189.75,6.45,7,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,2.25,6.75,7.25,true,false,false,false,1.5
classic_acceptance_backtest_from_below,2026-04-27,prev_close,7195.5,2026-04-26T19:02:00-04:00,2026-04-26T20:01:00-04:00,2026-04-26T20:06:00-04:00,7196,7177.75,17.75,0,6,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,12.5,6.25,18.5,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-27,prev_close,7195.5,2026-04-26T20:21:00-04:00,2026-04-26T20:23:00-04:00,2026-04-26T20:24:00-04:00,7196.5,7193.5,2,5,2,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,12,4.5,3.25,true,true,false,true,-3.75
classic_acceptance_second_attempt_reclaim,2026-04-27,prev_close,7195.5,2026-04-26T20:21:00-04:00,2026-04-26T20:23:00-04:00,2026-04-26T20:29:00-04:00,7198,7193.5,2,5,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,10.5,2.5,4.75,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-27,prev_close,7195.5,2026-04-27T00:05:00-04:00,2026-04-27T00:06:00-04:00,2026-04-27T00:06:00-04:00,7196,7195.25,0.25,5,8,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,2.5,9.5,1,true,false,false,false,1.5
classic_acceptance_backtest_from_below,2026-04-27,prev_close,7195.5,2026-04-27T05:01:00-04:00,2026-04-27T06:00:00-04:00,2026-04-27T06:01:00-04:00,7195.5,7186.5,9,7,3,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,3,2,9.25,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-27,prev_close,7195.5,2026-04-27T05:01:00-04:00,2026-04-27T06:00:00-04:00,2026-04-27T06:22:00-04:00,7196.5,7186.5,9,7,3,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,2,3.75,10.25,true,false,false,false,1.5
simple_reclaim_unclassified,2026-04-27,prev_close,7195.5,2026-04-27T06:20:00-04:00,2026-04-27T06:22:00-04:00,2026-04-27T06:22:00-04:00,7196.5,7194.75,0.75,12,16,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,2,3.75,2,true,false,false,false,1.5
classic_acceptance_second_attempt_reclaim,2026-04-27,prev_close,7195.5,2026-04-27T07:03:00-04:00,2026-04-27T07:04:00-04:00,2026-04-27T07:11:00-04:00,7196.25,7194.75,0.75,16,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,0.5,13,1.75,false,false,false,true,-2.25
classic_acceptance_backtest_from_below,2026-04-27,prev_close,7195.5,2026-04-27T07:39:00-04:00,2026-04-27T08:38:00-04:00,2026-04-27T08:39:00-04:00,7198,7183.25,12.25,17,4,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,1,17.75,15,false,false,false,true,-15.5
classic_acceptance_second_attempt_reclaim,2026-04-27,prev_close,7195.5,2026-04-27T07:39:00-04:00,2026-04-27T08:38:00-04:00,2026-04-27T08:57:00-04:00,7195.75,7183.25,12.25,17,4,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,3.25,10.5,12.75,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-27,prev_close,7195.5,2026-04-27T08:58:00-04:00,2026-04-27T09:06:00-04:00,2026-04-27T09:35:00-04:00,7196,7192,3.5,19,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,3,19,4.25,true,true,false,true,-4.75
simple_reclaim_unclassified,2026-04-27,prev_close,7195.5,2026-04-27T09:26:00-04:00,2026-04-27T09:35:00-04:00,2026-04-27T09:35:00-04:00,7196,7185.25,10.25,20,1,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,3,19,11,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-27,prev_close,7195.5,2026-04-27T10:16:00-04:00,2026-04-27T11:15:00-04:00,2026-04-27T11:34:00-04:00,7196.25,7177,18.5,23,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,10.75,2.75,19.5,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-27,prev_close,7195.5,2026-04-27T11:52:00-04:00,2026-04-27T11:53:00-04:00,2026-04-27T11:59:00-04:00,7196,7195.25,0.25,28,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,11.25,2.25,1,true,true,false,false,2.5
non_acceptance_protocol,2026-04-27,prev_close,7195.5,2026-04-27T12:18:00-04:00,2026-04-27T12:19:00-04:00,2026-04-27T12:25:00-04:00,7200.5,7193.75,1.75,31,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,6.75,2.75,7,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-28,ext_minus_2,7157.26,2026-04-28T06:49:00-04:00,2026-04-28T06:50:00-04:00,2026-04-28T06:53:00-04:00,7158.25,7156.75,0.51,0,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,8.75,10.75,1.75,true,true,false,true,-2.25
classic_acceptance_backtest_from_below,2026-04-28,ext_minus_2,7157.26,2026-04-28T07:10:00-04:00,2026-04-28T07:12:00-04:00,2026-04-28T07:13:00-04:00,7158,7151,6.26,2,4,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,13.25,10.5,7.25,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-28,ext_minus_2,7157.26,2026-04-28T07:10:00-04:00,2026-04-28T07:12:00-04:00,2026-04-28T07:17:00-04:00,7158,7151,6.26,2,4,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,13.25,10.5,7.25,true,true,true,false,2.5
non_acceptance_protocol,2026-04-28,ext_minus_2,7157.26,2026-04-28T07:32:00-04:00,2026-04-28T07:43:00-04:00,2026-04-28T07:50:00-04:00,7163.25,7149.75,7.51,4,1,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,19.75,2.75,13.75,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-28,ext_minus_2,7157.26,2026-04-28T07:32:00-04:00,2026-04-28T07:43:00-04:00,2026-04-28T07:45:00-04:00,7158,7149.75,7.51,4,1,6,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,25,2.5,8.5,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-28,ext_minus_2,7157.26,2026-04-28T09:36:00-04:00,2026-04-28T09:41:00-04:00,2026-04-28T09:42:00-04:00,7158,7150.25,7.01,7,2,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,6.75,11.75,8,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-28,ext_minus_2,7157.26,2026-04-28T09:36:00-04:00,2026-04-28T09:41:00-04:00,2026-04-28T09:44:00-04:00,7158.5,7150.25,7.01,7,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,6.25,12.25,8.5,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-28,ext_minus_2,7157.26,2026-04-28T10:06:00-04:00,2026-04-28T10:12:00-04:00,2026-04-28T10:16:00-04:00,7161.25,7152.5,4.76,10,3,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,0.75,13.5,9,false,false,false,true,-9.5
classic_acceptance_second_attempt_reclaim,2026-04-28,ext_minus_2,7157.26,2026-04-28T10:32:00-04:00,2026-04-28T11:07:00-04:00,2026-04-28T11:11:00-04:00,7157.75,7147.75,9.51,12,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,2,10.5,10.25,true,false,false,false,1.5
classic_acceptance_backtest_from_below,2026-04-28,ext_minus_2,7157.26,2026-04-28T11:34:00-04:00,2026-04-28T12:33:00-04:00,2026-04-28T12:34:00-04:00,7158.5,7147.25,10.01,16,16,1,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,12,1.25,11.5,true,true,true,false,2.5
simple_reclaim_unclassified,2026-04-28,ext_minus_1,7168.59,2026-04-28T06:27:00-04:00,2026-04-28T06:29:00-04:00,2026-04-28T06:29:00-04:00,7169.75,7166.75,1.84,0,1,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,0.75,20.25,3.25,false,false,false,true,-3.75
classic_acceptance_backtest_from_below,2026-04-28,ext_minus_1,7168.59,2026-04-28T06:59:00-04:00,2026-04-28T07:58:00-04:00,2026-04-28T07:59:00-04:00,7169.5,7147.5,21.09,3,5,0,1,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,13.5,9,22.25,true,true,true,false,2.5
non_acceptance_protocol,2026-04-28,ext_minus_1,7168.59,2026-04-28T08:18:00-04:00,2026-04-28T08:29:00-04:00,2026-04-28T08:39:00-04:00,7174.5,7160.5,8.09,4,1,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,8.5,24.25,14.25,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-28,ext_minus_1,7168.59,2026-04-28T08:18:00-04:00,2026-04-28T08:29:00-04:00,2026-04-28T08:33:00-04:00,7169.25,7160.5,8.09,4,1,6,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,13.75,5.75,9,true,true,true,false,2.5
non_acceptance_protocol,2026-04-28,ext_minus_1,7168.59,2026-04-28T08:54:00-04:00,2026-04-28T08:58:00-04:00,2026-04-28T09:14:00-04:00,7170,7163.5,5.09,5,2,4,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,2,23.75,6.75,true,false,false,false,1.5
classic_acceptance_second_attempt_reclaim,2026-04-28,ext_minus_1,7168.59,2026-04-28T08:54:00-04:00,2026-04-28T08:58:00-04:00,2026-04-28T09:03:00-04:00,7169.5,7163.5,5.09,5,2,4,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,8,23.25,6.25,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-28,ext_minus_1,7168.59,2026-04-28T09:19:00-04:00,2026-04-28T09:20:00-04:00,2026-04-28T09:25:00-04:00,7169.25,7166.75,1.84,8,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,1,23,2.75,false,false,false,true,-3.25
classic_acceptance_backtest_from_below,2026-04-28,ext_minus_1,7168.59,2026-04-28T12:54:00-04:00,2026-04-28T13:53:00-04:00,2026-04-28T13:54:00-04:00,7169.5,7161.5,7.09,9,2,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,6.75,3.25,8.25,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-28,ext_minus_1,7168.59,2026-04-28T12:54:00-04:00,2026-04-28T13:53:00-04:00,2026-04-28T13:58:00-04:00,7169.5,7161.5,7.09,9,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,6.75,3.25,8.25,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-28,ext_minus_1,7168.59,2026-04-28T14:20:00-04:00,2026-04-28T14:21:00-04:00,2026-04-28T14:21:00-04:00,7170.25,7168.25,0.34,12,12,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,6,4,2.25,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-28,ext_minus_1,7168.59,2026-04-28T14:54:00-04:00,2026-04-28T14:55:00-04:00,2026-04-28T14:55:00-04:00,7172,7168.25,0.34,14,6,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,4.25,4.5,4,true,true,false,true,-4.5
simple_reclaim_unclassified,2026-04-28,prev_close,7205.25,2026-04-27T21:57:00-04:00,2026-04-27T21:58:00-04:00,2026-04-27T21:58:00-04:00,7206,7204.5,0.75,1,16,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,6,1.5,1.75,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-28,prev_close,7205.25,2026-04-28T00:10:00-04:00,2026-04-28T00:24:00-04:00,2026-04-28T00:26:00-04:00,7205.5,7202,3.25,2,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,0,9.5,3.75,false,false,false,true,-4.25
