training_row_id,row_origin,raw_file,line,plan_date,pub_date,source_quote,setup_level,swept_low,recovered_level,non_acceptance_threshold,invalidation_level,target_or_response_level,source_mode,source_confidence_score,level_role_map,sr_coincidence,chart_path,png_path,window_csv,visual_sanity_status,blockers,es_window_available,session_date,bars_available,packet_id,acceptance_family,source_confirmed_fbd,source_planned_fbd,source_negative_control,sr_list_only,chart_confirmed_reclaim,chart_confirmed_non_acceptance,chart_mismatch,needs_crop,data_only,source_index,article_title,source_audit_verdict,support_context,resistance_context,prose_context,visual_sanity_reasons,visual_sanity_cautions,session_file,session_usable,session_excluded_reason,candidate_acceptance_family,accepted_for_timing_test,positive_training_example_from_packet,first_reclaim_close_timestamp_et,trap_candle_timestamp_et,flush_points,acceptance_closes,non_acceptance_held_bars,prior_level_tests_before_trap,reclaim_hold_closes,reclaim_minutes_from_trap,immediate_failure_after_reclaim,mfe_15m,mae_15m,mfe_60m,mae_60m,next_trusted_level_above,next_trusted_level_source,next_trusted_level_role,source_setup_evidence_status,mancini_explicitness
direct-04e3eca3d3c0cd31,direct_source_audit,data\research\mancini\Longer Mancini Logs 2.txt,8,2026-03-18,2026-03-17,"The task for bulls this week if they wanted a rally would therefore be twofold. 1) To start a squeeze, they’d need to put in a Failed Breakdown and to do this, theyd need to recover 6689 which was a big shelf all day Friday. 2) If they wanted to sustain a rally, they’d need to backtest then recover 6819. I wrote on Friday at 4pm: “My general lean is ES ca...",6689.0,6683.25,6689.0,6694.0,6683.0,6743.0,actual_recap,1.0,"[{""level"":6689.0,""roles"":[""actual_setup_level"",""recovered_level""],""support_list_only"":false},{""level"":6819.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6743.0,""roles"":[""target_or_response""],""support_list_only"":false},{""level"":6754.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6766.0,""roles"":[""current_price_context""],""support_list_only"":false}]","[{""level"":6689.0,""matches"":[{""kind"":""prose"",""line"":8,""zone"":""6689""},{""kind"":""prose"",""line"":10,""zone"":""6689-90""},{""kind"":""prose"",""line"":41,""zone"":""6689-90""},{""kind"":""prose"",""line"":45,""zone"":""6689""}],""status"":""coincides_partially""}]",artifacts\research\mancini-real-packet-gallery\040_accepted_non_acceptance_protocol_20260318_0823_6689.0.svg,artifacts\research\mancini-real-packet-gallery\040_accepted_non_acceptance_protocol_20260318_0823_6689.0.png,artifacts\research\hermes-mancini-event-packets\windows\20260318_0823_6689.0_b3b99000408f.csv,review_only_context,"[""no_source_stated_swept_low_below_setup"",""visual_sanity_review_only_context""]",true,2026-03-18,31,mancini-es1m:2026-03-18T0823:6689.0:b3b99000408f,non_acceptance_protocol,true,false,false,false,true,true,false,true,false,1,FOMC Tomorrow. Can The New SPX Rally Survive? March 18 Plan,needs_bigger_crop,"[{""line"":35,""text"":""Supports are: 6775, 6770 (major), 6766, 6760 (major), 6752, 6749 (major), 6743, 6734, 6727 (major), 6717, 6713 (major), 6708, 6703 (major), 6696, 6690 (major), 6686, 6678 (major), 6672 (major), 6667, 6662 (major), 6655, 6648 (major), 6639, 6632, 6623 (major), 6614, 6608 (major), 6602, 6593 (major), 6586 (major), 6577, 6572, 6564 (major), 6558, 6543 (major...""}]","[{""line"":39,""text"":""Resistances are: 6785 (major), 6788, 6792, 6797, 6802 (major), 6810, 6815-19 (major), 6828, 6833, 6840 (major), 6845, 6854 (major), 6864, 6872 (major), 6879, 6882 (major), 6887, 6893, 6899 (major), 6913, 6920 (major), 6926, 6932, 6938 (major), 6944, 6949 (major), 6954, 6959, 6968 (major), 6974, 6980-85 (major), 7001, 7008, 7013, 7020-23 (major), 7027, 703...""}]","[{""line"":8,""text"":""The task for bulls this week if they wanted a rally would therefore be twofold. 1) To start a squeeze, they’d need to put in a Failed Breakdown and to do this, theyd need to recover 6689 which was a big shelf all day Friday. 2) If they wanted to sustain a rally, they’d need to backtest then recover 6819. I wrote on Friday at 4pm: “My general lean is ES ca...""},{""line"":6,""text"":""This what we had at 6819 early last week, tested countless times. It is also why I wrote last Wednesday at 4pm: “Bear Case Thursday: Begins on the failure of 6819”. Thursday morning, price picked its path, and down we went going elevator down. Readers know however that ES does not sell in straight lines. Every elevator down sell sees an equally violent sq...""},{""line"":10,""text"":""The question for today was if bulls could keep this bounce going to backtest towards 6819. My lean was they could. I wrote yesterday at 4pm: “The bull case for tomorrow is that ES can keep up the momentum from last evenings 6689-90 Failed Breakdown, and run to backtest 6819. I discussed entries for this leg above, but in a strong bull case, ES will hold 6...""},{""line"":4,""text"":""Bulls have mounted a comeback. Last week began with consolidation from Monday to Wednesday and the range was mostly 6819 support (this held several times) to 6865 resistance (this contained most rallies last week though there were several big traps above). On Thursday, we broke this range down and sold over 100 points to 6658 by Sunday’s open. When does E...""}]",[],"[""raw_source_match_quality_price_and_role""]",data\backtest\es-long-bracket\sessions\2026-03-18.json,true,,non_acceptance_protocol,true,true,2026-03-18T08:17:00-04:00,2026-03-18T08:16:00-04:00,5.75,16,5,7,16,7.0,false,13.5,2.75,17.75,9.0,6769.0,daily_plan_text,RESISTANCE_ONLY,,
direct-234f9a64d95853cf,direct_source_audit,data\research\mancini\Longer Mancini Logs 2.txt,10,2026-03-18,2026-03-17,"The question for today was if bulls could keep this bounce going to backtest towards 6819. My lean was they could. I wrote yesterday at 4pm: “The bull case for tomorrow is that ES can keep up the momentum from last evenings 6689-90 Failed Breakdown, and run to backtest 6819. I discussed entries for this leg above, but in a strong bull case, ES will hold 6...",,,,,,6808.0,actual_recap,0.4,"[{""level"":6819.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6689.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6743.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6735.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6808.0,""roles"":[""target_or_response""],""support_list_only"":false}]",[],,,,,"[""no_actual_setup_level_extracted""]",true,2026-03-18,1319,,,false,false,false,false,false,false,false,false,true,2,FOMC Tomorrow. Can The New SPX Rally Survive? March 18 Plan,data_only,"[{""line"":35,""text"":""Supports are: 6775, 6770 (major), 6766, 6760 (major), 6752, 6749 (major), 6743, 6734, 6727 (major), 6717, 6713 (major), 6708, 6703 (major), 6696, 6690 (major), 6686, 6678 (major), 6672 (major), 6667, 6662 (major), 6655, 6648 (major), 6639, 6632, 6623 (major), 6614, 6608 (major), 6602, 6593 (major), 6586 (major), 6577, 6572, 6564 (major), 6558, 6543 (major...""}]","[{""line"":39,""text"":""Resistances are: 6785 (major), 6788, 6792, 6797, 6802 (major), 6810, 6815-19 (major), 6828, 6833, 6840 (major), 6845, 6854 (major), 6864, 6872 (major), 6879, 6882 (major), 6887, 6893, 6899 (major), 6913, 6920 (major), 6926, 6932, 6938 (major), 6944, 6949 (major), 6954, 6959, 6968 (major), 6974, 6980-85 (major), 7001, 7008, 7013, 7020-23 (major), 7027, 703...""}]","[{""line"":10,""text"":""The question for today was if bulls could keep this bounce going to backtest towards 6819. My lean was they could. I wrote yesterday at 4pm: “The bull case for tomorrow is that ES can keep up the momentum from last evenings 6689-90 Failed Breakdown, and run to backtest 6819. I discussed entries for this leg above, but in a strong bull case, ES will hold 6...""},{""line"":8,""text"":""The task for bulls this week if they wanted a rally would therefore be twofold. 1) To start a squeeze, they’d need to put in a Failed Breakdown and to do this, theyd need to recover 6689 which was a big shelf all day Friday. 2) If they wanted to sustain a rally, they’d need to backtest then recover 6819. I wrote on Friday at 4pm: “My general lean is ES ca...""},{""line"":6,""text"":""This what we had at 6819 early last week, tested countless times. It is also why I wrote last Wednesday at 4pm: “Bear Case Thursday: Begins on the failure of 6819”. Thursday morning, price picked its path, and down we went going elevator down. Readers know however that ES does not sell in straight lines. Every elevator down sell sees an equally violent sq...""},{""line"":4,""text"":""Bulls have mounted a comeback. Last week began with consolidation from Monday to Wednesday and the range was mostly 6819 support (this held several times) to 6865 resistance (this contained most rallies last week though there were several big traps above). On Thursday, we broke this range down and sold over 100 points to 6658 by Sunday’s open. When does E...""}]",[],[],data\backtest\es-long-bracket\sessions\2026-03-18.json,true,,,false,false,,,,,,,,,false,,,,,,,,,
direct-687871b874c8f420,direct_source_audit,data\research\mancini\Longer Mancini Logs 2.txt,37,2026-03-18,2026-03-17,"In terms of lvls I’d bid direct: I am still holding my 10% long runner from Sunday evenings 6689 Failed Breakdown. My most recent entry was 6735 Failed Breakdown entry that I took this morning at 7:30AM, discussed above. Please read the FOMC guide at the start of this newsletter as well, this is key for trading tomorrow. First support down heading into to...",6764.0,6627.5,6764.0,6640.0,6627.25,6769.0,planned_setup,0.65,"[{""level"":6689.0,""roles"":[""actual_setup_level""],""support_list_only"":false},{""level"":6735.0,""roles"":[""actual_setup_level""],""support_list_only"":false},{""level"":6770.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6764.0,""roles"":[""actual_setup_level""],""support_list_only"":false},{""level"":6749.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6727.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6716.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6703.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6673.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6658.0,""roles"":[""actual_setup_level""],""support_list_only"":false},{""level"":6635.0,""roles"":[""actual_setup_level""],""support_list_only"":false},{""level"":6623.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6593.0,""roles"":[""current_price_context""],""support_list_only"":false}]","[{""level"":6764.0,""matches"":[{""kind"":""prose"",""line"":37,""zone"":""6764""},{""kind"":""prose"",""line"":41,""zone"":""6764""}],""status"":""coincides_partially""},{""level"":6658.0,""matches"":[{""kind"":""prose"",""line"":37,""zone"":""6658""}],""status"":""coincides_partially""},{""level"":6635.0,""matches"":[{""kind"":""prose"",""line"":37,""zone"":""6635""}],""status"":""coincides_partially""},{""level"":6689.0,""matches"":[{""kind"":""prose"",""line"":10,""zone"":""6689-90""},{""kind"":""prose"",""line"":37,""zone"":""6689""},{""kind"":""prose"",""line"":41,""zone"":""6689-90""},{""kind"":""prose"",""line"":45,""zone"":""6689""}],""status"":""coincides_partially""},{""level"":6735.0,""matches"":[{""kind"":""prose"",""line"":10,""zone"":""6735""},{""kind"":""prose"",""line"":37,""zone"":""6735""}],""status"":""coincides_partially""}]",artifacts\research\mancini-real-packet-gallery\030_excluded_non_acceptance_protocol_20260318_1441_6635.0.svg,artifacts\research\mancini-real-packet-gallery\030_excluded_non_acceptance_protocol_20260318_1441_6635.0.png,artifacts\research\hermes-mancini-event-packets\windows\20260318_1441_6635.0_3b9205c20946.csv,dangerous_demote_for_training,"[""multi_setup_row_split_required"",""source_mode_planned_setup""]",true,2026-03-18,31,mancini-es1m:2026-03-18T1441:6635.0:3b9205c20946,non_acceptance_protocol,false,true,false,false,true,true,false,true,false,3,FOMC Tomorrow. Can The New SPX Rally Survive? March 18 Plan,needs_bigger_crop,"[{""line"":35,""text"":""Supports are: 6775, 6770 (major), 6766, 6760 (major), 6752, 6749 (major), 6743, 6734, 6727 (major), 6717, 6713 (major), 6708, 6703 (major), 6696, 6690 (major), 6686, 6678 (major), 6672 (major), 6667, 6662 (major), 6655, 6648 (major), 6639, 6632, 6623 (major), 6614, 6608 (major), 6602, 6593 (major), 6586 (major), 6577, 6572, 6564 (major), 6558, 6543 (major...""}]","[{""line"":39,""text"":""Resistances are: 6785 (major), 6788, 6792, 6797, 6802 (major), 6810, 6815-19 (major), 6828, 6833, 6840 (major), 6845, 6854 (major), 6864, 6872 (major), 6879, 6882 (major), 6887, 6893, 6899 (major), 6913, 6920 (major), 6926, 6932, 6938 (major), 6944, 6949 (major), 6954, 6959, 6968 (major), 6974, 6980-85 (major), 7001, 7008, 7013, 7020-23 (major), 7027, 703...""}]","[{""line"":37,""text"":""In terms of lvls I’d bid direct: I am still holding my 10% long runner from Sunday evenings 6689 Failed Breakdown. My most recent entry was 6735 Failed Breakdown entry that I took this morning at 7:30AM, discussed above. Please read the FOMC guide at the start of this newsletter as well, this is key for trading tomorrow. First support down heading into to...""},{""line"":41,""text"":""Bull case tomorrow: Bears remain in control and this is true until 6815-19 recovers. This was a support shelf from Monday to Wednesday this week, which broke down on Thursday and we sold. While bears remain in control remember that does not mean we won’t have large rips. ON the contrary, the biggest squeezes occur in contexts where bears control because t...""},{""line"":43,""text"":""Bear case tomorrow: Bear case tomorrow: In order to see a real leg lower, 6672 must fail. These types of level loss shorts below a support are called breakdown trades. My core edge is failed breakdowns, and the reason is this is an edge is the vast majority of break downs (80%) trap. I do not take these trades personally. They take great skill to execute,...""},{""line"":45,""text"":""In summary for tomorrow: Tomorrow is FOMC day. This are basically coin tosses so I can only give my lean as if it were a normal day. On a normal day my lean is that on Sunday after the open ES put in a monster Failed Breakdown when we flushed the 6689 shelf of lows that we set last Friday, recovered, and ripped. My lean is this can keep going. Bulls want ...""}]","[""excluded_from_timing_stats"",""reclaim_not_after_trap_in_crop""]","[""raw_source_match_quality_price_and_role""]",data\backtest\es-long-bracket\sessions\2026-03-18.json,true,,non_acceptance_protocol,false,false,2026-03-18T14:26:00-04:00,2026-03-18T14:47:00-04:00,7.5,15,8,5,15,,false,0.0,7.75,0.0,12.25,6769.0,daily_plan_text,RESISTANCE_ONLY,,
direct-4ff02b660065f9b2,direct_source_audit,data\research\mancini\Longer Mancini Logs 2.txt,37,2026-03-18,2026-03-17,"In terms of lvls I’d bid direct: I am still holding my 10% long runner from Sunday evenings 6689 Failed Breakdown. My most recent entry was 6735 Failed Breakdown entry that I took this morning at 7:30AM, discussed above. Please read the FOMC guide at the start of this newsletter as well, this is key for trading tomorrow. First support down heading into to...",6658.0,6647.25,6658.0,6663.0,6647.0,6672.0,planned_setup,0.65,"[{""level"":6689.0,""roles"":[""actual_setup_level""],""support_list_only"":false},{""level"":6735.0,""roles"":[""actual_setup_level""],""support_list_only"":false},{""level"":6770.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6764.0,""roles"":[""actual_setup_level""],""support_list_only"":false},{""level"":6749.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6727.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6716.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6703.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6673.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6658.0,""roles"":[""actual_setup_level""],""support_list_only"":false},{""level"":6635.0,""roles"":[""actual_setup_level""],""support_list_only"":false},{""level"":6623.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6593.0,""roles"":[""current_price_context""],""support_list_only"":false}]","[{""level"":6764.0,""matches"":[{""kind"":""prose"",""line"":37,""zone"":""6764""},{""kind"":""prose"",""line"":41,""zone"":""6764""}],""status"":""coincides_partially""},{""level"":6658.0,""matches"":[{""kind"":""prose"",""line"":37,""zone"":""6658""}],""status"":""coincides_partially""},{""level"":6635.0,""matches"":[{""kind"":""prose"",""line"":37,""zone"":""6635""}],""status"":""coincides_partially""},{""level"":6689.0,""matches"":[{""kind"":""prose"",""line"":10,""zone"":""6689-90""},{""kind"":""prose"",""line"":37,""zone"":""6689""},{""kind"":""prose"",""line"":41,""zone"":""6689-90""},{""kind"":""prose"",""line"":45,""zone"":""6689""}],""status"":""coincides_partially""},{""level"":6735.0,""matches"":[{""kind"":""prose"",""line"":10,""zone"":""6735""},{""kind"":""prose"",""line"":37,""zone"":""6735""}],""status"":""coincides_partially""}]",artifacts\research\mancini-real-packet-gallery\034_excluded_non_acceptance_protocol_20260318_1338_6658.0.svg,artifacts\research\mancini-real-packet-gallery\034_excluded_non_acceptance_protocol_20260318_1338_6658.0.png,artifacts\research\hermes-mancini-event-packets\windows\20260318_1338_6658.0_d6e77f2ee797.csv,dangerous_demote_for_training,"[""multi_setup_row_split_required"",""source_mode_planned_setup""]",true,2026-03-18,31,mancini-es1m:2026-03-18T1338:6658.0:d6e77f2ee797,non_acceptance_protocol,false,true,false,false,true,true,false,true,false,3,FOMC Tomorrow. Can The New SPX Rally Survive? March 18 Plan,needs_bigger_crop,"[{""line"":35,""text"":""Supports are: 6775, 6770 (major), 6766, 6760 (major), 6752, 6749 (major), 6743, 6734, 6727 (major), 6717, 6713 (major), 6708, 6703 (major), 6696, 6690 (major), 6686, 6678 (major), 6672 (major), 6667, 6662 (major), 6655, 6648 (major), 6639, 6632, 6623 (major), 6614, 6608 (major), 6602, 6593 (major), 6586 (major), 6577, 6572, 6564 (major), 6558, 6543 (major...""}]","[{""line"":39,""text"":""Resistances are: 6785 (major), 6788, 6792, 6797, 6802 (major), 6810, 6815-19 (major), 6828, 6833, 6840 (major), 6845, 6854 (major), 6864, 6872 (major), 6879, 6882 (major), 6887, 6893, 6899 (major), 6913, 6920 (major), 6926, 6932, 6938 (major), 6944, 6949 (major), 6954, 6959, 6968 (major), 6974, 6980-85 (major), 7001, 7008, 7013, 7020-23 (major), 7027, 703...""}]","[{""line"":37,""text"":""In terms of lvls I’d bid direct: I am still holding my 10% long runner from Sunday evenings 6689 Failed Breakdown. My most recent entry was 6735 Failed Breakdown entry that I took this morning at 7:30AM, discussed above. Please read the FOMC guide at the start of this newsletter as well, this is key for trading tomorrow. First support down heading into to...""},{""line"":41,""text"":""Bull case tomorrow: Bears remain in control and this is true until 6815-19 recovers. This was a support shelf from Monday to Wednesday this week, which broke down on Thursday and we sold. While bears remain in control remember that does not mean we won’t have large rips. ON the contrary, the biggest squeezes occur in contexts where bears control because t...""},{""line"":43,""text"":""Bear case tomorrow: Bear case tomorrow: In order to see a real leg lower, 6672 must fail. These types of level loss shorts below a support are called breakdown trades. My core edge is failed breakdowns, and the reason is this is an edge is the vast majority of break downs (80%) trap. I do not take these trades personally. They take great skill to execute,...""},{""line"":45,""text"":""In summary for tomorrow: Tomorrow is FOMC day. This are basically coin tosses so I can only give my lean as if it were a normal day. On a normal day my lean is that on Sunday after the open ES put in a monster Failed Breakdown when we flushed the 6689 shelf of lows that we set last Friday, recovered, and ripped. My lean is this can keep going. Bulls want ...""}]","[""excluded_from_timing_stats"",""reclaim_not_after_trap_in_crop"",""closed_back_below_level_soon_after_reclaim"",""post_reclaim_adverse_excursion_exceeds_favorable_move""]","[""raw_source_match_quality_partial_snippet""]",data\backtest\es-long-bracket\sessions\2026-03-18.json,true,,non_acceptance_protocol,false,false,2026-03-18T13:38:00-04:00,2026-03-18T13:53:00-04:00,10.75,2,2,12,2,,true,2.0,18.25,2.0,29.75,6672.0,daily_plan_text,RESISTANCE_ONLY,,
direct-32abb6ff0db5b7b0,direct_source_audit,data\research\mancini\Longer Mancini Logs 2.txt,37,2026-03-18,2026-03-17,"In terms of lvls I’d bid direct: I am still holding my 10% long runner from Sunday evenings 6689 Failed Breakdown. My most recent entry was 6735 Failed Breakdown entry that I took this morning at 7:30AM, discussed above. Please read the FOMC guide at the start of this newsletter as well, this is key for trading tomorrow. First support down heading into to...",6635.0,6627.5,6635.0,6640.0,6627.25,6672.0,planned_setup,0.65,"[{""level"":6689.0,""roles"":[""actual_setup_level""],""support_list_only"":false},{""level"":6735.0,""roles"":[""actual_setup_level""],""support_list_only"":false},{""level"":6770.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6764.0,""roles"":[""actual_setup_level""],""support_list_only"":false},{""level"":6749.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6727.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6716.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6703.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6673.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6658.0,""roles"":[""actual_setup_level""],""support_list_only"":false},{""level"":6635.0,""roles"":[""actual_setup_level""],""support_list_only"":false},{""level"":6623.0,""roles"":[""current_price_context""],""support_list_only"":false},{""level"":6593.0,""roles"":[""current_price_context""],""support_list_only"":false}]","[{""level"":6764.0,""matches"":[{""kind"":""prose"",""line"":37,""zone"":""6764""},{""kind"":""prose"",""line"":41,""zone"":""6764""}],""status"":""coincides_partially""},{""level"":6658.0,""matches"":[{""kind"":""prose"",""line"":37,""zone"":""6658""}],""status"":""coincides_partially""},{""level"":6635.0,""matches"":[{""kind"":""prose"",""line"":37,""zone"":""6635""}],""status"":""coincides_partially""},{""level"":6689.0,""matches"":[{""kind"":""prose"",""line"":10,""zone"":""6689-90""},{""kind"":""prose"",""line"":37,""zone"":""6689""},{""kind"":""prose"",""line"":41,""zone"":""6689-90""},{""kind"":""prose"",""line"":45,""zone"":""6689""}],""status"":""coincides_partially""},{""level"":6735.0,""matches"":[{""kind"":""prose"",""line"":10,""zone"":""6735""},{""kind"":""prose"",""line"":37,""zone"":""6735""}],""status"":""coincides_partially""}]",artifacts\research\mancini-real-packet-gallery\030_excluded_non_acceptance_protocol_20260318_1441_6635.0.svg,artifacts\research\mancini-real-packet-gallery\030_excluded_non_acceptance_protocol_20260318_1441_6635.0.png,artifacts\research\hermes-mancini-event-packets\windows\20260318_1441_6635.0_3b9205c20946.csv,dangerous_demote_for_training,"[""multi_setup_row_split_required"",""source_mode_planned_setup""]",true,2026-03-18,31,mancini-es1m:2026-03-18T1441:6635.0:3b9205c20946,non_acceptance_protocol,false,true,false,false,true,true,false,true,false,3,FOMC Tomorrow. Can The New SPX Rally Survive? March 18 Plan,needs_bigger_crop,"[{""line"":35,""text"":""Supports are: 6775, 6770 (major), 6766, 6760 (major), 6752, 6749 (major), 6743, 6734, 6727 (major), 6717, 6713 (major), 6708, 6703 (major), 6696, 6690 (major), 6686, 6678 (major), 6672 (major), 6667, 6662 (major), 6655, 6648 (major), 6639, 6632, 6623 (major), 6614, 6608 (major), 6602, 6593 (major), 6586 (major), 6577, 6572, 6564 (major), 6558, 6543 (major...""}]","[{""line"":39,""text"":""Resistances are: 6785 (major), 6788, 6792, 6797, 6802 (major), 6810, 6815-19 (major), 6828, 6833, 6840 (major), 6845, 6854 (major), 6864, 6872 (major), 6879, 6882 (major), 6887, 6893, 6899 (major), 6913, 6920 (major), 6926, 6932, 6938 (major), 6944, 6949 (major), 6954, 6959, 6968 (major), 6974, 6980-85 (major), 7001, 7008, 7013, 7020-23 (major), 7027, 703...""}]","[{""line"":37,""text"":""In terms of lvls I’d bid direct: I am still holding my 10% long runner from Sunday evenings 6689 Failed Breakdown. My most recent entry was 6735 Failed Breakdown entry that I took this morning at 7:30AM, discussed above. Please read the FOMC guide at the start of this newsletter as well, this is key for trading tomorrow. First support down heading into to...""},{""line"":41,""text"":""Bull case tomorrow: Bears remain in control and this is true until 6815-19 recovers. This was a support shelf from Monday to Wednesday this week, which broke down on Thursday and we sold. While bears remain in control remember that does not mean we won’t have large rips. ON the contrary, the biggest squeezes occur in contexts where bears control because t...""},{""line"":43,""text"":""Bear case tomorrow: Bear case tomorrow: In order to see a real leg lower, 6672 must fail. These types of level loss shorts below a support are called breakdown trades. My core edge is failed breakdowns, and the reason is this is an edge is the vast majority of break downs (80%) trap. I do not take these trades personally. They take great skill to execute,...""},{""line"":45,""text"":""In summary for tomorrow: Tomorrow is FOMC day. This are basically coin tosses so I can only give my lean as if it were a normal day. On a normal day my lean is that on Sunday after the open ES put in a monster Failed Breakdown when we flushed the 6689 shelf of lows that we set last Friday, recovered, and ripped. My lean is this can keep going. Bulls want ...""}]","[""excluded_from_timing_stats"",""reclaim_not_after_trap_in_crop""]","[""raw_source_match_quality_price_and_role""]",data\backtest\es-long-bracket\sessions\2026-03-18.json,true,,non_acceptance_protocol,false,false,2026-03-18T14:26:00-04:00,2026-03-18T14:47:00-04:00,7.5,15,8,5,15,,false,0.0,7.75,0.0,12.25,6672.0,daily_plan_text,RESISTANCE_ONLY,,
