timestamp_et,open,high,low,close,volume
2026-05-05T07:02:00-04:00,7256.5,7257.75,7256.5,7257.5,309.0
2026-05-05T07:03:00-04:00,7257.5,7257.5,7257.25,7257.5,199.0
2026-05-05T07:04:00-04:00,7257.5,7258.0,7256.25,7257.0,579.0
2026-05-05T07:05:00-04:00,7257.0,7258.0,7256.75,7257.25,181.0
2026-05-05T07:06:00-04:00,7257.5,7263.0,7257.5,7261.0,1541.0
2026-05-05T07:07:00-04:00,7261.25,7262.5,7260.0,7260.5,852.0
2026-05-05T07:08:00-04:00,7260.5,7263.5,7259.5,7261.75,938.0
2026-05-05T07:09:00-04:00,7261.75,7262.5,7260.75,7262.0,583.0
2026-05-05T07:10:00-04:00,7261.75,7265.0,7261.25,7262.0,1471.0
2026-05-05T07:11:00-04:00,7262.0,7266.75,7261.75,7264.75,1378.0
2026-05-05T07:12:00-04:00,7264.5,7265.75,7263.5,7264.25,770.0
2026-05-05T07:13:00-04:00,7264.25,7265.75,7263.25,7263.25,829.0
2026-05-05T07:14:00-04:00,7263.25,7267.0,7263.25,7266.25,1153.0
2026-05-05T07:15:00-04:00,7266.25,7269.0,7265.0,7267.0,2085.0
2026-05-05T07:16:00-04:00,7267.25,7268.0,7266.0,7266.25,1008.0
2026-05-05T07:17:00-04:00,7266.25,7267.25,7264.75,7265.25,594.0
2026-05-05T07:18:00-04:00,7265.0,7265.25,7264.25,7265.0,447.0
2026-05-05T07:19:00-04:00,7264.75,7265.75,7263.75,7264.0,410.0
2026-05-05T07:20:00-04:00,7264.0,7264.25,7263.0,7263.75,352.0
2026-05-05T07:21:00-04:00,7263.75,7266.75,7263.75,7265.75,777.0
2026-05-05T07:22:00-04:00,7265.75,7266.5,7264.25,7264.5,481.0
2026-05-05T07:23:00-04:00,7264.5,7265.75,7264.0,7264.5,360.0
2026-05-05T07:24:00-04:00,7264.5,7265.0,7264.25,7265.0,417.0
2026-05-05T07:25:00-04:00,7264.75,7265.75,7264.5,7264.75,576.0
2026-05-05T07:26:00-04:00,7264.75,7266.25,7264.75,7266.25,292.0
2026-05-05T07:27:00-04:00,7266.25,7266.5,7265.25,7266.0,280.0
2026-05-05T07:28:00-04:00,7266.0,7266.25,7265.0,7265.25,255.0
2026-05-05T07:29:00-04:00,7265.0,7265.25,7264.25,7265.25,299.0
2026-05-05T07:30:00-04:00,7265.25,7266.25,7264.25,7264.25,289.0
2026-05-05T07:31:00-04:00,7264.25,7265.5,7264.25,7264.75,291.0
2026-05-05T07:32:00-04:00,7265.0,7265.0,7263.5,7264.0,346.0
