timestamp_et,open,high,low,close,volume
2026-03-03T18:05:00-05:00,6808.25,6810.25,6806.25,6809.25,536.0
2026-03-03T18:06:00-05:00,6809.5,6810.5,6807.25,6810.0,207.0
2026-03-03T18:07:00-05:00,6810.0,6810.0,6808.0,6808.75,154.0
2026-03-03T18:08:00-05:00,6808.5,6808.75,6806.25,6807.0,233.0
2026-03-03T18:09:00-05:00,6807.25,6815.5,6806.0,6814.5,1250.0
2026-03-03T18:10:00-05:00,6814.25,6814.25,6810.5,6813.0,310.0
2026-03-03T18:11:00-05:00,6813.0,6813.25,6811.25,6812.25,208.0
2026-03-03T18:12:00-05:00,6812.5,6816.5,6812.5,6815.5,295.0
2026-03-03T18:13:00-05:00,6815.25,6817.5,6815.25,6816.5,199.0
2026-03-03T18:14:00-05:00,6816.25,6821.0,6816.25,6819.25,487.0
2026-03-03T18:15:00-05:00,6819.25,6820.0,6818.25,6820.0,295.0
2026-03-03T18:16:00-05:00,6820.0,6820.75,6819.5,6820.5,285.0
2026-03-03T18:17:00-05:00,6820.5,6824.5,6820.5,6824.5,691.0
2026-03-03T18:18:00-05:00,6824.5,6827.0,6823.75,6826.75,497.0
2026-03-03T18:19:00-05:00,6826.75,6831.25,6826.25,6830.75,667.0
2026-03-03T18:20:00-05:00,6830.5,6832.0,6828.5,6829.25,486.0
2026-03-03T18:21:00-05:00,6829.5,6831.5,6829.5,6831.5,347.0
2026-03-03T18:22:00-05:00,6831.5,6833.0,6829.0,6831.25,543.0
2026-03-03T18:23:00-05:00,6831.25,6831.75,6827.5,6827.75,402.0
2026-03-03T18:24:00-05:00,6827.5,6828.75,6825.25,6825.5,405.0
2026-03-03T18:25:00-05:00,6826.0,6827.75,6826.0,6827.0,160.0
2026-03-03T18:26:00-05:00,6827.25,6827.75,6826.5,6827.0,164.0
2026-03-03T18:27:00-05:00,6826.5,6828.0,6826.0,6826.25,214.0
2026-03-03T18:28:00-05:00,6826.25,6827.0,6825.0,6825.5,357.0
2026-03-03T18:29:00-05:00,6825.75,6826.25,6824.25,6824.5,239.0
2026-03-03T18:30:00-05:00,6824.5,6825.0,6822.25,6823.0,379.0
2026-03-03T18:31:00-05:00,6823.0,6823.0,6819.75,6819.75,354.0
2026-03-03T18:32:00-05:00,6820.0,6821.25,6817.0,6817.5,389.0
2026-03-03T18:33:00-05:00,6817.5,6817.75,6815.25,6817.0,332.0
2026-03-03T18:34:00-05:00,6816.75,6817.5,6814.5,6814.5,195.0
2026-03-03T18:35:00-05:00,6814.5,6815.5,6812.25,6813.75,369.0
