timestamp_et,open,high,low,close,volume
2026-03-03T21:24:00-05:00,6788.5,6788.5,6785.5,6786.75,220.0
2026-03-03T21:25:00-05:00,6786.75,6787.5,6785.75,6786.25,196.0
2026-03-03T21:26:00-05:00,6786.75,6788.0,6786.0,6786.5,211.0
2026-03-03T21:27:00-05:00,6786.25,6787.25,6784.75,6785.25,208.0
2026-03-03T21:28:00-05:00,6785.25,6786.75,6784.25,6786.25,177.0
2026-03-03T21:29:00-05:00,6786.5,6786.75,6785.0,6786.5,299.0
2026-03-03T21:30:00-05:00,6786.25,6786.75,6782.75,6782.75,429.0
2026-03-03T21:31:00-05:00,6782.75,6786.0,6781.25,6781.5,469.0
2026-03-03T21:32:00-05:00,6781.5,6783.0,6780.5,6782.25,330.0
2026-03-03T21:33:00-05:00,6782.25,6782.5,6778.75,6779.0,609.0
2026-03-03T21:34:00-05:00,6779.0,6779.5,6777.5,6777.75,340.0
2026-03-03T21:35:00-05:00,6778.0,6782.0,6777.5,6781.25,450.0
2026-03-03T21:36:00-05:00,6781.5,6783.5,6780.75,6783.0,420.0
2026-03-03T21:37:00-05:00,6783.25,6785.25,6781.0,6785.25,403.0
2026-03-03T21:38:00-05:00,6785.5,6787.5,6785.0,6787.0,409.0
2026-03-03T21:39:00-05:00,6787.0,6787.25,6784.25,6785.0,376.0
2026-03-03T21:40:00-05:00,6785.25,6787.0,6784.0,6786.25,287.0
2026-03-03T21:41:00-05:00,6786.5,6787.5,6781.25,6784.75,539.0
2026-03-03T21:42:00-05:00,6785.0,6786.25,6781.75,6782.25,329.0
2026-03-03T21:43:00-05:00,6782.5,6782.75,6779.5,6782.5,340.0
2026-03-03T21:44:00-05:00,6782.25,6785.5,6780.75,6785.5,353.0
2026-03-03T21:45:00-05:00,6785.5,6786.75,6782.25,6786.5,377.0
2026-03-03T21:46:00-05:00,6787.0,6787.5,6784.5,6786.75,224.0
2026-03-03T21:47:00-05:00,6786.25,6791.0,6786.25,6791.0,434.0
2026-03-03T21:48:00-05:00,6790.75,6791.25,6789.5,6789.5,260.0
2026-03-03T21:49:00-05:00,6789.75,6791.25,6788.0,6788.0,293.0
2026-03-03T21:50:00-05:00,6788.25,6790.25,6787.75,6788.25,235.0
2026-03-03T21:51:00-05:00,6788.0,6789.0,6786.75,6788.0,235.0
2026-03-03T21:52:00-05:00,6787.75,6789.0,6785.75,6787.25,292.0
2026-03-03T21:53:00-05:00,6787.25,6788.25,6786.25,6787.75,170.0
2026-03-03T21:54:00-05:00,6788.0,6788.25,6784.25,6784.75,245.0
