timestamp_et,open,high,low,close,volume
2026-03-26T09:02:00-04:00,6618.25,6618.5,6614.5,6616.0,2973.0
2026-03-26T09:03:00-04:00,6616.0,6618.0,6613.25,6617.0,3363.0
2026-03-26T09:04:00-04:00,6617.0,6618.25,6611.0,6613.0,3317.0
2026-03-26T09:05:00-04:00,6612.75,6613.5,6608.25,6613.0,4728.0
2026-03-26T09:06:00-04:00,6612.75,6618.0,6612.0,6617.75,3251.0
2026-03-26T09:07:00-04:00,6617.5,6621.25,6615.25,6617.25,4436.0
2026-03-26T09:08:00-04:00,6617.25,6618.5,6609.25,6609.75,5875.0
2026-03-26T09:09:00-04:00,6609.5,6613.5,6609.0,6612.5,3176.0
2026-03-26T09:10:00-04:00,6612.25,6613.5,6609.5,6611.5,2457.0
2026-03-26T09:11:00-04:00,6611.5,6611.5,6606.75,6607.5,3180.0
2026-03-26T09:12:00-04:00,6607.25,6614.25,6607.0,6612.75,2980.0
2026-03-26T09:13:00-04:00,6612.5,6615.25,6609.75,6614.75,2473.0
2026-03-26T09:14:00-04:00,6614.5,6617.75,6612.75,6617.75,3068.0
2026-03-26T09:15:00-04:00,6617.5,6622.0,6615.0,6620.0,4345.0
2026-03-26T09:16:00-04:00,6620.0,6621.0,6618.0,6618.75,2800.0
2026-03-26T09:17:00-04:00,6618.75,6619.0,6616.5,6618.0,2336.0
2026-03-26T09:18:00-04:00,6618.0,6620.0,6616.25,6616.25,2283.0
2026-03-26T09:19:00-04:00,6616.25,6617.0,6612.0,6613.0,2877.0
2026-03-26T09:20:00-04:00,6613.0,6616.0,6610.25,6614.0,3337.0
2026-03-26T09:21:00-04:00,6614.25,6615.5,6612.5,6613.75,2124.0
2026-03-26T09:22:00-04:00,6613.75,6620.5,6613.75,6619.75,3493.0
2026-03-26T09:23:00-04:00,6619.5,6619.5,6616.25,6618.0,1859.0
2026-03-26T09:24:00-04:00,6618.0,6618.75,6615.25,6615.75,2619.0
2026-03-26T09:25:00-04:00,6615.5,6616.5,6613.0,6616.0,3021.0
2026-03-26T09:26:00-04:00,6616.0,6617.75,6615.0,6615.25,1849.0
2026-03-26T09:27:00-04:00,6615.0,6616.0,6612.5,6613.5,2022.0
2026-03-26T09:28:00-04:00,6613.5,6614.25,6612.0,6613.25,2133.0
2026-03-26T09:29:00-04:00,6613.25,6614.0,6608.75,6609.25,3181.0
2026-03-26T09:30:00-04:00,6609.25,6613.75,6609.0,6612.75,3092.0
2026-03-26T09:31:00-04:00,6613.0,6617.25,6613.0,6616.5,2621.0
2026-03-26T09:32:00-04:00,6616.75,6617.75,6614.0,6615.75,2846.0
