timestamp_et,open,high,low,close,volume
2026-05-03T19:15:00-04:00,7262.25,7264.0,7260.75,7262.25,435.0
2026-05-03T19:16:00-04:00,7262.25,7262.25,7259.75,7260.25,344.0
2026-05-03T19:17:00-04:00,7260.5,7260.75,7257.5,7258.25,506.0
2026-05-03T19:18:00-04:00,7258.25,7259.5,7257.75,7259.5,212.0
2026-05-03T19:19:00-04:00,7259.5,7259.5,7257.0,7258.5,215.0
2026-05-03T19:20:00-04:00,7258.75,7259.25,7256.75,7256.75,204.0
2026-05-03T19:21:00-04:00,7257.0,7257.0,7254.25,7255.25,563.0
2026-05-03T19:22:00-04:00,7255.5,7256.0,7254.75,7256.0,217.0
2026-05-03T19:23:00-04:00,7256.0,7256.5,7255.25,7256.0,152.0
2026-05-03T19:24:00-04:00,7256.25,7258.0,7256.25,7256.75,169.0
2026-05-03T19:25:00-04:00,7257.0,7258.0,7256.0,7257.5,154.0
2026-05-03T19:26:00-04:00,7257.25,7257.75,7256.0,7256.5,202.0
2026-05-03T19:27:00-04:00,7256.5,7258.25,7256.5,7257.75,116.0
2026-05-03T19:28:00-04:00,7257.75,7259.5,7257.75,7258.75,281.0
2026-05-03T19:29:00-04:00,7258.75,7259.25,7257.5,7258.0,189.0
2026-05-03T19:30:00-04:00,7258.0,7258.25,7257.5,7258.0,100.0
2026-05-03T19:31:00-04:00,7258.0,7262.25,7258.0,7261.0,367.0
2026-05-03T19:32:00-04:00,7261.0,7261.75,7260.25,7261.5,152.0
2026-05-03T19:33:00-04:00,7261.5,7261.5,7260.25,7261.0,141.0
2026-05-03T19:34:00-04:00,7261.25,7261.5,7260.5,7261.25,100.0
2026-05-03T19:35:00-04:00,7261.5,7262.0,7260.75,7261.0,161.0
2026-05-03T19:36:00-04:00,7261.0,7261.5,7258.75,7259.0,231.0
2026-05-03T19:37:00-04:00,7259.25,7259.5,7258.0,7259.5,132.0
2026-05-03T19:38:00-04:00,7259.5,7259.75,7258.5,7259.0,48.0
2026-05-03T19:39:00-04:00,7259.0,7259.5,7258.75,7259.25,103.0
2026-05-03T19:40:00-04:00,7259.5,7261.25,7259.25,7261.0,240.0
2026-05-03T19:41:00-04:00,7261.0,7261.75,7260.25,7261.5,192.0
2026-05-03T19:42:00-04:00,7261.5,7262.5,7261.5,7261.5,173.0
2026-05-03T19:43:00-04:00,7261.5,7262.5,7261.25,7262.25,70.0
2026-05-03T19:44:00-04:00,7262.5,7263.0,7262.0,7262.25,133.0
2026-05-03T19:45:00-04:00,7262.25,7262.75,7262.0,7262.25,122.0
