timestamp_et,open,high,low,close,volume
2026-03-12T19:04:00-04:00,6675.75,6677.0,6674.75,6675.75,260.0
2026-03-12T19:05:00-04:00,6675.75,6679.0,6675.25,6678.75,331.0
2026-03-12T19:06:00-04:00,6678.75,6679.75,6677.75,6679.75,296.0
2026-03-12T19:07:00-04:00,6679.5,6680.75,6678.75,6680.25,256.0
2026-03-12T19:08:00-04:00,6680.0,6681.0,6679.0,6680.25,262.0
2026-03-12T19:09:00-04:00,6680.5,6684.75,6680.5,6684.5,421.0
2026-03-12T19:10:00-04:00,6684.75,6685.25,6683.75,6684.5,276.0
2026-03-12T19:11:00-04:00,6684.75,6687.25,6684.0,6687.0,336.0
2026-03-12T19:12:00-04:00,6687.25,6690.25,6686.75,6690.0,509.0
2026-03-12T19:13:00-04:00,6690.25,6691.25,6689.75,6689.75,329.0
2026-03-12T19:14:00-04:00,6690.0,6692.5,6690.0,6692.5,282.0
2026-03-12T19:15:00-04:00,6692.5,6696.75,6692.5,6696.5,893.0
2026-03-12T19:16:00-04:00,6696.75,6700.0,6696.25,6700.0,878.0
2026-03-12T19:17:00-04:00,6700.25,6701.75,6698.25,6700.25,888.0
2026-03-12T19:18:00-04:00,6700.25,6701.75,6699.75,6701.25,449.0
2026-03-12T19:19:00-04:00,6701.25,6701.5,6699.0,6699.0,295.0
2026-03-12T19:20:00-04:00,6698.75,6701.25,6698.75,6700.5,259.0
2026-03-12T19:21:00-04:00,6700.25,6701.25,6700.0,6701.25,179.0
2026-03-12T19:22:00-04:00,6701.0,6701.75,6699.25,6699.5,359.0
2026-03-12T19:23:00-04:00,6699.75,6701.25,6699.5,6699.5,324.0
2026-03-12T19:24:00-04:00,6699.75,6700.25,6697.5,6699.5,441.0
2026-03-12T19:25:00-04:00,6699.5,6700.5,6698.0,6700.25,249.0
2026-03-12T19:26:00-04:00,6700.5,6703.75,6700.0,6703.25,896.0
2026-03-12T19:27:00-04:00,6703.5,6706.5,6702.75,6705.0,658.0
2026-03-12T19:28:00-04:00,6705.0,6705.75,6703.0,6703.75,402.0
2026-03-12T19:29:00-04:00,6704.0,6704.0,6701.5,6701.75,321.0
2026-03-12T19:30:00-04:00,6702.0,6703.25,6701.25,6702.0,307.0
2026-03-12T19:31:00-04:00,6702.0,6705.5,6702.0,6705.0,332.0
2026-03-12T19:32:00-04:00,6704.75,6705.75,6704.5,6705.25,252.0
2026-03-12T19:33:00-04:00,6705.5,6705.75,6704.5,6705.5,231.0
2026-03-12T19:34:00-04:00,6705.5,6706.75,6705.5,6705.75,319.0
