timestamp_et,open,high,low,close,volume
2026-03-17T17:04:00-04:00,6718.5,6719.0,6718.25,6718.5,33.0
2026-03-17T17:05:00-04:00,6718.25,6719.0,6718.25,6719.0,20.0
2026-03-17T17:06:00-04:00,6718.5,6718.75,6718.0,6718.0,36.0
2026-03-17T17:07:00-04:00,6718.0,6718.25,6718.0,6718.25,9.0
2026-03-17T17:08:00-04:00,6718.25,6719.5,6718.25,6719.25,26.0
2026-03-17T17:09:00-04:00,6719.0,6719.75,6719.0,6719.75,15.0
2026-03-17T17:10:00-04:00,6719.5,6719.5,6718.75,6719.0,15.0
2026-03-17T17:11:00-04:00,6719.0,6719.75,6718.75,6719.75,14.0
2026-03-17T17:12:00-04:00,6719.75,6719.75,6719.25,6719.25,2.0
2026-03-17T17:13:00-04:00,6720.0,6720.25,6719.75,6719.75,21.0
2026-03-17T17:14:00-04:00,6719.75,6720.5,6719.75,6720.0,22.0
2026-03-17T17:15:00-04:00,6720.0,6720.25,6719.0,6719.0,26.0
2026-03-17T17:16:00-04:00,6718.75,6719.0,6716.5,6717.25,66.0
2026-03-17T17:17:00-04:00,6717.0,6718.0,6717.0,6718.0,29.0
2026-03-17T17:18:00-04:00,6718.0,6718.25,6717.5,6718.0,26.0
2026-03-17T17:19:00-04:00,6717.75,6718.5,6716.5,6716.5,24.0
2026-03-17T17:20:00-04:00,6716.75,6717.5,6716.75,6717.0,22.0
2026-03-17T17:21:00-04:00,6717.0,6717.25,6716.25,6716.75,29.0
2026-03-17T17:22:00-04:00,6717.0,6717.5,6717.0,6717.5,8.0
2026-03-17T17:23:00-04:00,6718.25,6718.5,6717.75,6717.75,19.0
2026-03-17T17:24:00-04:00,6718.0,6718.5,6717.75,6717.75,25.0
2026-03-17T17:25:00-04:00,6718.0,6718.25,6717.75,6718.25,7.0
2026-03-17T17:26:00-04:00,6718.75,6719.5,6718.75,6719.25,18.0
2026-03-17T17:27:00-04:00,6718.0,6718.0,6718.0,6718.0,2.0
2026-03-17T17:28:00-04:00,6717.75,6718.75,6717.5,6718.25,13.0
2026-03-17T17:29:00-04:00,6718.25,6718.5,6718.25,6718.5,6.0
2026-03-17T17:30:00-04:00,6718.25,6719.5,6718.0,6719.25,18.0
2026-03-17T17:31:00-04:00,6719.0,6719.25,6718.75,6718.75,20.0
2026-03-17T17:32:00-04:00,6718.75,6719.0,6718.75,6719.0,6.0
2026-03-17T17:33:00-04:00,6719.0,6719.0,6718.75,6718.75,24.0
2026-03-17T17:34:00-04:00,6718.5,6718.5,6717.75,6718.0,28.0
