target_date,reference_session,previous_close,atr14,warmup_sessions,valid,label,price
2026-03-18,2026-03-17,6723,111.12,17,false,ext+4,6810.34
2026-03-18,2026-03-17,6723,111.12,17,false,ext+3,6791.67
2026-03-18,2026-03-17,6723,111.12,17,false,ext+2,6778.56
2026-03-18,2026-03-17,6723,111.12,17,false,ext+1,6765.45
2026-03-18,2026-03-17,6723,111.12,17,false,CALL_TRIGGER,6749.22
2026-03-18,2026-03-17,6723,111.12,17,false,PREV_CLOSE,6723
2026-03-18,2026-03-17,6723,111.12,17,false,PUT_TRIGGER,6696.78
2026-03-18,2026-03-17,6723,111.12,17,false,ext-1,6680.55
2026-03-18,2026-03-17,6723,111.12,17,false,ext-2,6667.44
2026-03-18,2026-03-17,6723,111.12,17,false,ext-3,6654.33
2026-03-18,2026-03-17,6723,111.12,17,false,ext-4,6635.66
2026-03-18,2026-03-17,6723,111.12,17,false,ATR-1,6611.88
2026-03-19,2026-03-18,6613.25,114.48,18,false,ATR+1,6727.73
2026-03-19,2026-03-18,6613.25,114.48,18,false,ext+4,6703.23
2026-03-19,2026-03-18,6613.25,114.48,18,false,ext+3,6684
2026-03-19,2026-03-18,6613.25,114.48,18,false,ext+2,6670.49
2026-03-19,2026-03-18,6613.25,114.48,18,false,ext+1,6656.98
2026-03-19,2026-03-18,6613.25,114.48,18,false,CALL_TRIGGER,6640.27
2026-03-19,2026-03-18,6613.25,114.48,18,false,PREV_CLOSE,6613.25
2026-03-19,2026-03-18,6613.25,114.48,18,false,PUT_TRIGGER,6586.23
2026-03-19,2026-03-18,6613.25,114.48,18,false,ext-1,6569.52
2026-03-19,2026-03-18,6613.25,114.48,18,false,ext-2,6556.01
2026-03-19,2026-03-18,6613.25,114.48,18,false,ext-3,6542.5
2026-03-19,2026-03-18,6613.25,114.48,18,false,ext-4,6523.27
2026-03-19,2026-03-18,6613.25,114.48,18,false,ATR-1,6498.77
2026-03-20,2026-03-19,6619,112.22,19,true,ATR+1,6731.22
2026-03-20,2026-03-19,6619,112.22,19,true,ext+4,6707.2
2026-03-20,2026-03-19,6619,112.22,19,true,ext+3,6688.35
2026-03-20,2026-03-19,6619,112.22,19,true,ext+2,6675.11
2026-03-20,2026-03-19,6619,112.22,19,true,ext+1,6661.87
2026-03-20,2026-03-19,6619,112.22,19,true,CALL_TRIGGER,6645.48
2026-03-20,2026-03-19,6619,112.22,19,true,PREV_CLOSE,6619
2026-03-20,2026-03-19,6619,112.22,19,true,PUT_TRIGGER,6592.52
2026-03-20,2026-03-19,6619,112.22,19,true,ext-1,6576.13
2026-03-20,2026-03-19,6619,112.22,19,true,ext-2,6562.89
2026-03-20,2026-03-19,6619,112.22,19,true,ext-3,6549.65
2026-03-20,2026-03-19,6619,112.22,19,true,ext-4,6530.8
2026-03-20,2026-03-19,6619,112.22,19,true,ATR-1,6506.78
2026-03-26,2026-03-20,6593.5,109.7,20,false,ATR+1,6703.2
2026-03-26,2026-03-20,6593.5,109.7,20,false,ext+4,6679.73
2026-03-26,2026-03-20,6593.5,109.7,20,false,ext+3,6661.3
2026-03-26,2026-03-20,6593.5,109.7,20,false,ext+2,6648.35
2026-03-26,2026-03-20,6593.5,109.7,20,false,ext+1,6635.41
2026-03-26,2026-03-20,6593.5,109.7,20,false,CALL_TRIGGER,6619.39
2026-03-26,2026-03-20,6593.5,109.7,20,false,PREV_CLOSE,6593.5
2026-03-26,2026-03-20,6593.5,109.7,20,false,PUT_TRIGGER,6567.61
2026-03-26,2026-03-20,6593.5,109.7,20,false,ext-1,6551.59
2026-03-26,2026-03-20,6593.5,109.7,20,false,ext-2,6538.65
2026-03-26,2026-03-20,6593.5,109.7,20,false,ext-3,6525.7
2026-03-26,2026-03-20,6593.5,109.7,20,false,ext-4,6507.27
2026-03-26,2026-03-20,6593.5,109.7,20,false,ATR-1,6483.8
2026-03-27,2026-03-26,6535.5,109.37,21,false,ATR+1,6644.87
2026-03-27,2026-03-26,6535.5,109.37,21,false,ext+4,6621.46
2026-03-27,2026-03-26,6535.5,109.37,21,false,ext+3,6603.09
2026-03-27,2026-03-26,6535.5,109.37,21,false,ext+2,6590.18
2026-03-27,2026-03-26,6535.5,109.37,21,false,ext+1,6577.28
2026-03-27,2026-03-26,6535.5,109.37,21,false,CALL_TRIGGER,6561.31
2026-03-27,2026-03-26,6535.5,109.37,21,false,PREV_CLOSE,6535.5
2026-03-27,2026-03-26,6535.5,109.37,21,false,PUT_TRIGGER,6509.69
2026-03-27,2026-03-26,6535.5,109.37,21,false,ext-1,6493.72
2026-03-27,2026-03-26,6535.5,109.37,21,false,ext-2,6480.82
2026-03-27,2026-03-26,6535.5,109.37,21,false,ext-3,6467.91
2026-03-27,2026-03-26,6535.5,109.37,21,false,ext-4,6449.54
2026-03-27,2026-03-26,6535.5,109.37,21,false,ATR-1,6426.13
2026-03-30,2026-03-27,6398,114.38,22,false,ATR+1,6512.38
2026-03-30,2026-03-27,6398,114.38,22,false,ext+4,6487.9
2026-03-30,2026-03-27,6398,114.38,22,false,ext+3,6468.68
2026-03-30,2026-03-27,6398,114.38,22,false,ext+2,6455.19
2026-03-30,2026-03-27,6398,114.38,22,false,ext+1,6441.69
2026-03-30,2026-03-27,6398,114.38,22,false,CALL_TRIGGER,6424.99
2026-03-30,2026-03-27,6398,114.38,22,false,PREV_CLOSE,6398
2026-03-30,2026-03-27,6398,114.38,22,false,PUT_TRIGGER,6371.01
2026-03-30,2026-03-27,6398,114.38,22,false,ext-1,6354.31
2026-03-30,2026-03-27,6398,114.38,22,false,ext-2,6340.81
2026-03-30,2026-03-27,6398,114.38,22,false,ext-3,6327.32
2026-03-30,2026-03-27,6398,114.38,22,false,ext-4,6308.1
2026-03-30,2026-03-27,6398,114.38,22,false,ATR-1,6283.62
2026-03-31,2026-03-30,6383.25,114.94,23,false,ATR+1,6498.19
2026-03-31,2026-03-30,6383.25,114.94,23,false,ext+4,6473.59
2026-03-31,2026-03-30,6383.25,114.94,23,false,ext+3,6454.28
2026-03-31,2026-03-30,6383.25,114.94,23,false,ext+2,6440.72
2026-03-31,2026-03-30,6383.25,114.94,23,false,ext+1,6427.16
2026-03-31,2026-03-30,6383.25,114.94,23,false,CALL_TRIGGER,6410.38
2026-03-31,2026-03-30,6383.25,114.94,23,false,PREV_CLOSE,6383.25
2026-03-31,2026-03-30,6383.25,114.94,23,false,PUT_TRIGGER,6356.12
2026-03-31,2026-03-30,6383.25,114.94,23,false,ext-1,6339.34
2026-03-31,2026-03-30,6383.25,114.94,23,false,ext-2,6325.78
2026-03-31,2026-03-30,6383.25,114.94,23,false,ext-3,6312.22
2026-03-31,2026-03-30,6383.25,114.94,23,false,ext-4,6292.91
2026-03-31,2026-03-30,6383.25,114.94,23,false,ATR-1,6268.31
2026-04-01,2026-03-31,6567.5,123.16,24,false,ATR+1,6690.66
2026-04-01,2026-03-31,6567.5,123.16,24,false,ext+4,6664.3
2026-04-01,2026-03-31,6567.5,123.16,24,false,ext+3,6643.61
2026-04-01,2026-03-31,6567.5,123.16,24,false,ext+2,6629.08
2026-04-01,2026-03-31,6567.5,123.16,24,false,ext+1,6614.55
2026-04-01,2026-03-31,6567.5,123.16,24,false,CALL_TRIGGER,6596.56
2026-04-01,2026-03-31,6567.5,123.16,24,false,PREV_CLOSE,6567.5
2026-04-01,2026-03-31,6567.5,123.16,24,false,PUT_TRIGGER,6538.44
2026-04-01,2026-03-31,6567.5,123.16,24,false,ext-1,6520.45
2026-04-01,2026-03-31,6567.5,123.16,24,false,ext-2,6505.92
2026-04-01,2026-03-31,6567.5,123.16,24,false,ext-3,6491.39
2026-04-01,2026-03-31,6567.5,123.16,24,false,ext-4,6470.7
2026-04-01,2026-03-31,6567.5,123.16,24,false,ATR-1,6444.34
2026-04-02,2026-04-01,6617.25,120.98,25,false,ATR+1,6738.23
2026-04-02,2026-04-01,6617.25,120.98,25,false,ext+4,6712.34
2026-04-02,2026-04-01,6617.25,120.98,25,false,ext+3,6692.02
2026-04-02,2026-04-01,6617.25,120.98,25,false,ext+2,6677.74
2026-04-02,2026-04-01,6617.25,120.98,25,false,ext+1,6663.47
2026-04-02,2026-04-01,6617.25,120.98,25,false,CALL_TRIGGER,6645.8
2026-04-02,2026-04-01,6617.25,120.98,25,false,PREV_CLOSE,6617.25
2026-04-02,2026-04-01,6617.25,120.98,25,false,PUT_TRIGGER,6588.7
2026-04-02,2026-04-01,6617.25,120.98,25,false,ext-1,6571.03
2026-04-02,2026-04-01,6617.25,120.98,25,false,ext-2,6556.76
2026-04-02,2026-04-01,6617.25,120.98,25,false,ext-3,6542.48
2026-04-02,2026-04-01,6617.25,120.98,25,false,ext-4,6522.16
2026-04-02,2026-04-01,6617.25,120.98,25,false,ATR-1,6496.27
2026-04-03,2026-04-02,6624,122.4,26,false,ATR+1,6746.4
2026-04-03,2026-04-02,6624,122.4,26,false,ext+4,6720.2
2026-04-03,2026-04-02,6624,122.4,26,false,ext+3,6699.64
2026-04-03,2026-04-02,6624,122.4,26,false,ext+2,6685.2
2026-04-03,2026-04-02,6624,122.4,26,false,ext+1,6670.76
2026-04-03,2026-04-02,6624,122.4,26,false,CALL_TRIGGER,6652.89
2026-04-03,2026-04-02,6624,122.4,26,false,PREV_CLOSE,6624
2026-04-03,2026-04-02,6624,122.4,26,false,PUT_TRIGGER,6595.11
2026-04-03,2026-04-02,6624,122.4,26,false,ext-1,6577.24
2026-04-03,2026-04-02,6624,122.4,26,false,ext-2,6562.8
2026-04-03,2026-04-02,6624,122.4,26,false,ext-3,6548.36
2026-04-03,2026-04-02,6624,122.4,26,false,ext-4,6527.8
2026-04-03,2026-04-02,6624,122.4,26,false,ATR-1,6501.6
2026-04-06,2026-04-03,6603.75,116.56,27,false,ATR+1,6720.31
2026-04-06,2026-04-03,6603.75,116.56,27,false,ext+4,6695.37
2026-04-06,2026-04-03,6603.75,116.56,27,false,ext+3,6675.79
2026-04-06,2026-04-03,6603.75,116.56,27,false,ext+2,6662.03
2026-04-06,2026-04-03,6603.75,116.56,27,false,ext+1,6648.28
2026-04-06,2026-04-03,6603.75,116.56,27,false,CALL_TRIGGER,6631.26
2026-04-06,2026-04-03,6603.75,116.56,27,false,PREV_CLOSE,6603.75
2026-04-06,2026-04-03,6603.75,116.56,27,false,PUT_TRIGGER,6576.24
2026-04-06,2026-04-03,6603.75,116.56,27,false,ext-1,6559.22
2026-04-06,2026-04-03,6603.75,116.56,27,false,ext-2,6545.47
2026-04-06,2026-04-03,6603.75,116.56,27,false,ext-3,6531.71
2026-04-06,2026-04-03,6603.75,116.56,27,false,ext-4,6512.13
2026-04-06,2026-04-03,6603.75,116.56,27,false,ATR-1,6487.19
2026-04-07,2026-04-06,6650.75,114.95,28,false,ATR+1,6765.7
2026-04-07,2026-04-06,6650.75,114.95,28,false,ext+4,6741.1
2026-04-07,2026-04-06,6650.75,114.95,28,false,ext+3,6721.79
2026-04-07,2026-04-06,6650.75,114.95,28,false,ext+2,6708.23
2026-04-07,2026-04-06,6650.75,114.95,28,false,ext+1,6694.66
2026-04-07,2026-04-06,6650.75,114.95,28,false,CALL_TRIGGER,6677.88
2026-04-07,2026-04-06,6650.75,114.95,28,false,PREV_CLOSE,6650.75
2026-04-07,2026-04-06,6650.75,114.95,28,false,PUT_TRIGGER,6623.62
2026-04-07,2026-04-06,6650.75,114.95,28,false,ext-1,6606.84
2026-04-07,2026-04-06,6650.75,114.95,28,false,ext-2,6593.27
2026-04-07,2026-04-06,6650.75,114.95,28,false,ext-3,6579.71
2026-04-07,2026-04-06,6650.75,114.95,28,false,ext-4,6560.4
2026-04-07,2026-04-06,6650.75,114.95,28,false,ATR-1,6535.8
2026-04-08,2026-04-07,6663.5,113.94,29,false,ATR+1,6777.44
2026-04-08,2026-04-07,6663.5,113.94,29,false,ext+4,6753.06
2026-04-08,2026-04-07,6663.5,113.94,29,false,ext+3,6733.91
2026-04-08,2026-04-07,6663.5,113.94,29,false,ext+2,6720.47
2026-04-08,2026-04-07,6663.5,113.94,29,false,ext+1,6707.02
2026-04-08,2026-04-07,6663.5,113.94,29,false,CALL_TRIGGER,6690.39
2026-04-08,2026-04-07,6663.5,113.94,29,false,PREV_CLOSE,6663.5
2026-04-08,2026-04-07,6663.5,113.94,29,false,PUT_TRIGGER,6636.61
2026-04-08,2026-04-07,6663.5,113.94,29,false,ext-1,6619.98
2026-04-08,2026-04-07,6663.5,113.94,29,false,ext-2,6606.53
2026-04-08,2026-04-07,6663.5,113.94,29,false,ext-3,6593.09
2026-04-08,2026-04-07,6663.5,113.94,29,false,ext-4,6573.94
2026-04-08,2026-04-07,6663.5,113.94,29,false,ATR-1,6549.56
2026-04-09,2026-04-08,6816.25,119.73,30,false,ATR+1,6935.98
2026-04-09,2026-04-08,6816.25,119.73,30,false,ext+4,6910.36
2026-04-09,2026-04-08,6816.25,119.73,30,false,ext+3,6890.24
2026-04-09,2026-04-08,6816.25,119.73,30,false,ext+2,6876.11
2026-04-09,2026-04-08,6816.25,119.73,30,false,ext+1,6861.99
2026-04-09,2026-04-08,6816.25,119.73,30,false,CALL_TRIGGER,6844.51
2026-04-09,2026-04-08,6816.25,119.73,30,false,PREV_CLOSE,6816.25
2026-04-09,2026-04-08,6816.25,119.73,30,false,PUT_TRIGGER,6787.99
2026-04-09,2026-04-08,6816.25,119.73,30,false,ext-1,6770.51
2026-04-09,2026-04-08,6816.25,119.73,30,false,ext-2,6756.39
2026-04-09,2026-04-08,6816.25,119.73,30,false,ext-3,6742.26
2026-04-09,2026-04-08,6816.25,119.73,30,false,ext-4,6722.14
2026-04-09,2026-04-08,6816.25,119.73,30,false,ATR-1,6696.52
2026-04-10,2026-04-09,6860.75,117.14,31,false,ATR+1,6977.89
2026-04-10,2026-04-09,6860.75,117.14,31,false,ext+4,6952.82
2026-04-10,2026-04-09,6860.75,117.14,31,false,ext+3,6933.14
2026-04-10,2026-04-09,6860.75,117.14,31,false,ext+2,6919.32
2026-04-10,2026-04-09,6860.75,117.14,31,false,ext+1,6905.5
2026-04-10,2026-04-09,6860.75,117.14,31,false,CALL_TRIGGER,6888.4
2026-04-10,2026-04-09,6860.75,117.14,31,false,PREV_CLOSE,6860.75
2026-04-10,2026-04-09,6860.75,117.14,31,false,PUT_TRIGGER,6833.1
2026-04-10,2026-04-09,6860.75,117.14,31,false,ext-1,6816
2026-04-10,2026-04-09,6860.75,117.14,31,false,ext-2,6802.18
2026-04-10,2026-04-09,6860.75,117.14,31,false,ext-3,6788.36
2026-04-10,2026-04-09,6860.75,117.14,31,false,ext-4,6768.68
2026-04-10,2026-04-09,6860.75,117.14,31,false,ATR-1,6743.61
2026-04-13,2026-04-10,6863.75,111.76,32,false,ATR+1,6975.51
2026-04-13,2026-04-10,6863.75,111.76,32,false,ext+4,6951.59
2026-04-13,2026-04-10,6863.75,111.76,32,false,ext+3,6932.82
2026-04-13,2026-04-10,6863.75,111.76,32,false,ext+2,6919.63
2026-04-13,2026-04-10,6863.75,111.76,32,false,ext+1,6906.44
2026-04-13,2026-04-10,6863.75,111.76,32,false,CALL_TRIGGER,6890.12
2026-04-13,2026-04-10,6863.75,111.76,32,false,PREV_CLOSE,6863.75
2026-04-13,2026-04-10,6863.75,111.76,32,false,PUT_TRIGGER,6837.38
2026-04-13,2026-04-10,6863.75,111.76,32,false,ext-1,6821.06
2026-04-13,2026-04-10,6863.75,111.76,32,false,ext-2,6807.87
2026-04-13,2026-04-10,6863.75,111.76,32,false,ext-3,6794.68
2026-04-13,2026-04-10,6863.75,111.76,32,false,ext-4,6775.91
2026-04-13,2026-04-10,6863.75,111.76,32,false,ATR-1,6751.99
2026-04-14,2026-04-13,6927.5,115.29,33,false,ATR+1,7042.79
2026-04-14,2026-04-13,6927.5,115.29,33,false,ext+4,7018.12
2026-04-14,2026-04-13,6927.5,115.29,33,false,ext+3,6998.75
2026-04-14,2026-04-13,6927.5,115.29,33,false,ext+2,6985.15
2026-04-14,2026-04-13,6927.5,115.29,33,false,ext+1,6971.54
2026-04-14,2026-04-13,6927.5,115.29,33,false,CALL_TRIGGER,6954.71
2026-04-14,2026-04-13,6927.5,115.29,33,false,PREV_CLOSE,6927.5
2026-04-14,2026-04-13,6927.5,115.29,33,false,PUT_TRIGGER,6900.29
2026-04-14,2026-04-13,6927.5,115.29,33,false,ext-1,6883.46
2026-04-14,2026-04-13,6927.5,115.29,33,false,ext-2,6869.85
2026-04-14,2026-04-13,6927.5,115.29,33,false,ext-3,6856.25
2026-04-14,2026-04-13,6927.5,115.29,33,false,ext-4,6836.88
2026-04-14,2026-04-13,6927.5,115.29,33,false,ATR-1,6812.21
2026-04-15,2026-04-14,7004.25,113.32,34,false,ATR+1,7117.57
2026-04-15,2026-04-14,7004.25,113.32,34,false,ext+4,7093.32
2026-04-15,2026-04-14,7004.25,113.32,34,false,ext+3,7074.28
2026-04-15,2026-04-14,7004.25,113.32,34,false,ext+2,7060.91
2026-04-15,2026-04-14,7004.25,113.32,34,false,ext+1,7047.54
2026-04-15,2026-04-14,7004.25,113.32,34,false,CALL_TRIGGER,7030.99
2026-04-15,2026-04-14,7004.25,113.32,34,false,PREV_CLOSE,7004.25
2026-04-15,2026-04-14,7004.25,113.32,34,false,PUT_TRIGGER,6977.51
2026-04-15,2026-04-14,7004.25,113.32,34,false,ext-1,6960.96
2026-04-15,2026-04-14,7004.25,113.32,34,false,ext-2,6947.59
2026-04-15,2026-04-14,7004.25,113.32,34,false,ext-3,6934.22
2026-04-15,2026-04-14,7004.25,113.32,34,false,ext-4,6915.18
2026-04-15,2026-04-14,7004.25,113.32,34,false,ATR-1,6890.93
2026-04-16,2026-04-15,7058.25,110.43,35,false,ATR+1,7168.68
2026-04-16,2026-04-15,7058.25,110.43,35,false,ext+4,7145.04
2026-04-16,2026-04-15,7058.25,110.43,35,false,ext+3,7126.49
2026-04-16,2026-04-15,7058.25,110.43,35,false,ext+2,7113.46
2026-04-16,2026-04-15,7058.25,110.43,35,false,ext+1,7100.43
2026-04-16,2026-04-15,7058.25,110.43,35,false,CALL_TRIGGER,7084.31
2026-04-16,2026-04-15,7058.25,110.43,35,false,PREV_CLOSE,7058.25
2026-04-16,2026-04-15,7058.25,110.43,35,false,PUT_TRIGGER,7032.19
2026-04-16,2026-04-15,7058.25,110.43,35,false,ext-1,7016.07
2026-04-16,2026-04-15,7058.25,110.43,35,false,ext-2,7003.04
2026-04-16,2026-04-15,7058.25,110.43,35,false,ext-3,6990.01
2026-04-16,2026-04-15,7058.25,110.43,35,false,ext-4,6971.46
2026-04-16,2026-04-15,7058.25,110.43,35,false,ATR-1,6947.82
2026-04-17,2026-04-16,7078.25,105.57,36,false,ATR+1,7183.82
2026-04-17,2026-04-16,7078.25,105.57,36,false,ext+4,7161.23
2026-04-17,2026-04-16,7078.25,105.57,36,false,ext+3,7143.49
2026-04-17,2026-04-16,7078.25,105.57,36,false,ext+2,7131.04
2026-04-17,2026-04-16,7078.25,105.57,36,false,ext+1,7118.58
2026-04-17,2026-04-16,7078.25,105.57,36,false,CALL_TRIGGER,7103.17
2026-04-17,2026-04-16,7078.25,105.57,36,false,PREV_CLOSE,7078.25
2026-04-17,2026-04-16,7078.25,105.57,36,false,PUT_TRIGGER,7053.33
2026-04-17,2026-04-16,7078.25,105.57,36,false,ext-1,7037.92
2026-04-17,2026-04-16,7078.25,105.57,36,false,ext-2,7025.46
2026-04-17,2026-04-16,7078.25,105.57,36,false,ext-3,7013.01
2026-04-17,2026-04-16,7078.25,105.57,36,false,ext-4,6995.27
2026-04-17,2026-04-16,7078.25,105.57,36,false,ATR-1,6972.68
2026-04-20,2026-04-17,7164.25,105.93,37,false,ATR+1,7270.18
2026-04-20,2026-04-17,7164.25,105.93,37,false,ext+4,7247.51
2026-04-20,2026-04-17,7164.25,105.93,37,false,ext+3,7229.71
2026-04-20,2026-04-17,7164.25,105.93,37,false,ext+2,7217.21
2026-04-20,2026-04-17,7164.25,105.93,37,false,ext+1,7204.71
2026-04-20,2026-04-17,7164.25,105.93,37,false,CALL_TRIGGER,7189.25
2026-04-20,2026-04-17,7164.25,105.93,37,false,PREV_CLOSE,7164.25
2026-04-20,2026-04-17,7164.25,105.93,37,false,PUT_TRIGGER,7139.25
2026-04-20,2026-04-17,7164.25,105.93,37,false,ext-1,7123.79
2026-04-20,2026-04-17,7164.25,105.93,37,false,ext-2,7111.29
2026-04-20,2026-04-17,7164.25,105.93,37,false,ext-3,7098.79
2026-04-20,2026-04-17,7164.25,105.93,37,false,ext-4,7080.99
2026-04-20,2026-04-17,7164.25,105.93,37,false,ATR-1,7058.32
2026-04-21,2026-04-20,7152,104.02,38,false,ATR+1,7256.02
2026-04-21,2026-04-20,7152,104.02,38,false,ext+4,7233.76
2026-04-21,2026-04-20,7152,104.02,38,false,ext+3,7216.28
2026-04-21,2026-04-20,7152,104.02,38,false,ext+2,7204.01
2026-04-21,2026-04-20,7152,104.02,38,false,ext+1,7191.74
2026-04-21,2026-04-20,7152,104.02,38,false,CALL_TRIGGER,7176.55
2026-04-21,2026-04-20,7152,104.02,38,false,PREV_CLOSE,7152
2026-04-21,2026-04-20,7152,104.02,38,false,PUT_TRIGGER,7127.45
2026-04-21,2026-04-20,7152,104.02,38,false,ext-1,7112.26
2026-04-21,2026-04-20,7152,104.02,38,false,ext-2,7099.99
2026-04-21,2026-04-20,7152,104.02,38,false,ext-3,7087.72
2026-04-21,2026-04-20,7152,104.02,38,false,ext-4,7070.24
2026-04-21,2026-04-20,7152,104.02,38,false,ATR-1,7047.98
2026-04-22,2026-04-21,7122.25,103.59,39,false,ATR+1,7225.84
2026-04-22,2026-04-21,7122.25,103.59,39,false,ext+4,7203.67
2026-04-22,2026-04-21,7122.25,103.59,39,false,ext+3,7186.27
2026-04-22,2026-04-21,7122.25,103.59,39,false,ext+2,7174.05
2026-04-22,2026-04-21,7122.25,103.59,39,false,ext+1,7161.82
2026-04-22,2026-04-21,7122.25,103.59,39,false,CALL_TRIGGER,7146.7
2026-04-22,2026-04-21,7122.25,103.59,39,false,PREV_CLOSE,7122.25
2026-04-22,2026-04-21,7122.25,103.59,39,false,PUT_TRIGGER,7097.8
2026-04-22,2026-04-21,7122.25,103.59,39,false,ext-1,7082.68
2026-04-22,2026-04-21,7122.25,103.59,39,false,ext-2,7070.45
2026-04-22,2026-04-21,7122.25,103.59,39,false,ext-3,7058.23
2026-04-22,2026-04-21,7122.25,103.59,39,false,ext-4,7040.83
2026-04-22,2026-04-21,7122.25,103.59,39,false,ATR-1,7018.66
2026-04-23,2026-04-22,7164.5,99.89,40,false,ATR+1,7264.39
2026-04-23,2026-04-22,7164.5,99.89,40,false,ext+4,7243.01
2026-04-23,2026-04-22,7164.5,99.89,40,false,ext+3,7226.23
2026-04-23,2026-04-22,7164.5,99.89,40,false,ext+2,7214.44
2026-04-23,2026-04-22,7164.5,99.89,40,false,ext+1,7202.66
2026-04-23,2026-04-22,7164.5,99.89,40,false,CALL_TRIGGER,7188.07
2026-04-23,2026-04-22,7164.5,99.89,40,false,PREV_CLOSE,7164.5
2026-04-23,2026-04-22,7164.5,99.89,40,false,PUT_TRIGGER,7140.93
2026-04-23,2026-04-22,7164.5,99.89,40,false,ext-1,7126.34
2026-04-23,2026-04-22,7164.5,99.89,40,false,ext-2,7114.56
2026-04-23,2026-04-22,7164.5,99.89,40,false,ext-3,7102.77
2026-04-23,2026-04-22,7164.5,99.89,40,false,ext-4,7085.99
2026-04-23,2026-04-22,7164.5,99.89,40,false,ATR-1,7064.61
2026-04-24,2026-04-23,7132.5,100.06,41,true,ATR+1,7232.56
2026-04-24,2026-04-23,7132.5,100.06,41,true,ext+4,7211.14
2026-04-24,2026-04-23,7132.5,100.06,41,true,ext+3,7194.33
2026-04-24,2026-04-23,7132.5,100.06,41,true,ext+2,7182.53
2026-04-24,2026-04-23,7132.5,100.06,41,true,ext+1,7170.72
2026-04-24,2026-04-23,7132.5,100.06,41,true,CALL_TRIGGER,7156.11
2026-04-24,2026-04-23,7132.5,100.06,41,true,PREV_CLOSE,7132.5
2026-04-24,2026-04-23,7132.5,100.06,41,true,PUT_TRIGGER,7108.89
2026-04-24,2026-04-23,7132.5,100.06,41,true,ext-1,7094.28
2026-04-24,2026-04-23,7132.5,100.06,41,true,ext-2,7082.47
2026-04-24,2026-04-23,7132.5,100.06,41,true,ext-3,7070.67
2026-04-24,2026-04-23,7132.5,100.06,41,true,ext-4,7053.86
2026-04-24,2026-04-23,7132.5,100.06,41,true,ATR-1,7032.44
2026-04-27,2026-04-24,7195.5,97.77,42,true,ATR+1,7293.27
2026-04-27,2026-04-24,7195.5,97.77,42,true,ext+4,7272.34
