level_id,source_id,source_kind,source_path,ocr_verified,source_snippet,plan_date,pub_date,price,zone_low,zone_high,primary_role,direction,tags,long_eligible,bars_in_session,saty_valid,nearest_saty_label,nearest_saty_price,nearest_saty_distance,event_status,touch_ct,touch_et,sweep_ct,sweep_et,sweep_low,sweep_depth_points,reclaim_ct,reclaim_et,sweep_reclaim_same_bar,acceptance2_ct,acceptance2_et,acceptance3_ct,acceptance3_et,nonacceptance2_ct,nonacceptance2_et,entry_model,entry_ct,entry_et,entry_price,horizon_5m_complete,mfe_5m,mae_5m,hit_2pt_5m,hit_4pt_5m,hit_8pt_5m,hit_10pt_5m,horizon_15m_complete,mfe_15m,mae_15m,hit_2pt_15m,hit_4pt_15m,hit_8pt_15m,hit_10pt_15m,horizon_30m_complete,mfe_30m,mae_30m,hit_2pt_30m,hit_4pt_30m,hit_8pt_30m,hit_10pt_30m,horizon_60m_complete,mfe_60m,mae_60m,hit_2pt_60m,hit_4pt_60m,hit_8pt_60m,hit_10pt_60m,mfe_eod,mae_eod,hit_2pt_eod,hit_4pt_eod,hit_8pt_eod,hit_10pt_eod,eod_complete
fe3da4684002,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Resistances are: 6935,2026-03-10,2026-03-09,6935,6935,6935,RESISTANCE_ONLY,resistance,resistance_only,false,1321,false,,,,not_long_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f18a3e4b574,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Resistances are: 6942 (major),2026-03-10,2026-03-09,6942,6942,6942,RESISTANCE_ONLY,resistance,major|resistance_only,false,1321,false,,,,not_long_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d8b87536202,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Resistances are: 6953 (major). As readers know I don't short ES - I only get my points on the long side,2026-03-10,2026-03-09,6953,6953,6953,RESISTANCE_ONLY,resistance,major|resistance_only,false,1321,false,,,,not_long_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f352088cab0b,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6475 (major).,2026-03-13,2026-03-12,6475,6475,6475,MAJOR_SUPPORT,support,major,true,1321,false,ATR-1,6573.77,98.77,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dc86538dab3,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6485,2026-03-13,2026-03-12,6485,6485,6485,SUPPORT_LEVEL,support,,true,1321,false,ATR-1,6573.77,88.77,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7b3e6a6ae38,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6491,2026-03-13,2026-03-12,6491,6491,6491,SUPPORT_LEVEL,support,,true,1321,false,ATR-1,6573.77,82.77,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4fd94a2c436,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6498,2026-03-13,2026-03-12,6498,6498,6498,SUPPORT_LEVEL,support,,true,1321,false,ATR-1,6573.77,75.77,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ad77de963cc,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6508 (major),2026-03-13,2026-03-12,6508,6508,6508,MAJOR_SUPPORT,support,major,true,1321,false,ATR-1,6573.77,65.77,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6acd53aef14,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6522,2026-03-13,2026-03-12,6522,6522,6522,SUPPORT_LEVEL,support,,true,1321,false,ATR-1,6573.77,51.77,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849dba0ca256,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6527,2026-03-13,2026-03-12,6527,6527,6527,SUPPORT_LEVEL,support,,true,1321,false,ATR-1,6573.77,46.77,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918fc25ec638,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6536 (major),2026-03-13,2026-03-12,6536,6536,6536,MAJOR_SUPPORT,support,major,true,1321,false,ATR-1,6573.77,37.77,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d25393a07a0,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6542 (major),2026-03-13,2026-03-12,6542,6542,6542,MAJOR_SUPPORT,support,major,true,1321,false,ATR-1,6573.77,31.77,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343f47885c5a,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6546,2026-03-13,2026-03-12,6546,6546,6546,SUPPORT_LEVEL,support,,true,1321,false,ATR-1,6573.77,27.77,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6eb34894c968,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6552 (major),2026-03-13,2026-03-12,6552,6552,6552,MAJOR_SUPPORT,support,major,true,1321,false,ATR-1,6573.77,21.77,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78bf6b6d2e3e,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6558,2026-03-13,2026-03-12,6558,6558,6558,SUPPORT_LEVEL,support,,true,1321,false,ATR-1,6573.77,15.77,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857175e969bd,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6564,2026-03-13,2026-03-12,6564,6564,6564,SUPPORT_LEVEL,support,,true,1321,false,ATR-1,6573.77,9.77,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f8800a62778,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6571 (major),2026-03-13,2026-03-12,6571,6571,6571,FAILED_BREAKDOWN_RECLAIM,support,major|failed_breakdown_reclaim,true,1321,false,ATR-1,6573.77,2.77,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83a6c9ebccae,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6582,2026-03-13,2026-03-12,6582,6582,6582,SUPPORT_LEVEL,support,,true,1321,false,ATR-1,6573.77,8.23,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c33cbbf2971,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6585 (major),2026-03-13,2026-03-12,6585,6585,6585,FAILED_BREAKDOWN_RECLAIM,support,major|failed_breakdown_reclaim,true,1321,false,ATR-1,6573.77,11.23,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bbae07619c5,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,"We swept that low a little after 9pm down to 6588, recovered around 12am Monday, and were off to the races Monday morning to 6820.",2026-03-13,2026-03-12,6588,6588,6588,FAILED_BREAKDOWN_RECLAIM,support,failed_breakdown_reclaim,true,1321,false,ext-4,6597.63,9.63,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f53c89c7812f,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6593,2026-03-13,2026-03-12,6593,6593,6593,SUPPORT_LEVEL,support,,true,1321,false,ext-4,6597.63,4.63,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5463e224638,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6597 (major),2026-03-13,2026-03-12,6597,6597,6597,MAJOR_SUPPORT,support,major,true,1321,false,ext-4,6597.63,0.63,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4aaee156d3b9,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6608,2026-03-13,2026-03-12,6608,6608,6608,RESISTANCE_ONLY,support,resistance_only,false,1321,false,ext-3,6616.35,8.35,not_long_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613490a49f88,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6612 (major),2026-03-13,2026-03-12,6612,6612,6612,RESISTANCE_ONLY,support,major|failed_breakdown_reclaim|defend_first|resistance_only,false,1321,false,ext-3,6616.35,4.35,not_long_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a191a70446d,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,For the 6612 short ideally ES sees one final big bounce there or Failed Breakdown.,2026-03-13,2026-03-12,6612,6612,6612,RESISTANCE_ONLY,resistance,failed_breakdown_reclaim|resistance_only|defend_first,false,1321,false,ext-3,6616.35,4.35,not_long_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d91b56e4db8d,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6620,2026-03-13,2026-03-12,6620,6620,6620,SUPPORT_LEVEL,support,,true,1321,false,ext-3,6616.35,3.65,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8dc2797d024,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6624 (major),2026-03-13,2026-03-12,6624,6624,6624,FAILED_BREAKDOWN_RECLAIM,support,major|failed_breakdown_reclaim,true,1321,false,ext-2,6629.51,5.51,not_touched,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edd154316406,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6630,2026-03-13,2026-03-12,6630,6630,6630,SUPPORT_LEVEL,support,,true,1321,false,ext-2,6629.51,0.49,entry_model_available,2026-03-13 14:40,2026-03-13 15:40,2026-03-13 14:40,2026-03-13 15:40,6627.75,2.25,2026-03-13 14:44,2026-03-13 15:44,false,2026-03-13 14:48,2026-03-13 15:48,2026-03-13 14:49,2026-03-13 15:49,2026-03-13 14:56,2026-03-13 15:56,acceptance_3m_next_open,2026-03-13 14:50,2026-03-13 15:50,6632.5,true,3.75,3.5,true,false,false,false,false,6.25,3.5,true,true,false,false,false,6.25,3.5,true,true,false,false,false,6.25,3.5,true,true,false,false,6.25,3.5,true,true,false,false,true
37a31f30e5e5,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6638 (major),2026-03-13,2026-03-12,6638,6638,6638,MAJOR_SUPPORT,support,major,true,1321,false,ext-1,6642.66,4.66,entry_model_available,2026-03-13 12:49,2026-03-13 13:49,2026-03-13 12:49,2026-03-13 13:49,6637.25,0.75,2026-03-13 12:49,2026-03-13 13:49,true,2026-03-13 12:52,2026-03-13 13:52,2026-03-13 12:53,2026-03-13 13:53,2026-03-13 13:04,2026-03-13 14:04,acceptance_3m_next_open,2026-03-13 12:54,2026-03-13 13:54,6640.25,true,3.5,3.25,true,false,false,false,true,6.5,3.25,true,true,false,false,true,10.75,3.25,true,true,true,true,true,21.75,3.25,true,true,true,true,21.75,13.25,true,true,true,true,true
b3545754af5a,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,"...is is another decent support but if we are collapsing, the much safer entry is the Failed Breakdown of Monday's 10:10AM 6641 low.",2026-03-13,2026-03-12,6641,6641,6641,FAILED_BREAKDOWN_RECLAIM,support,failed_breakdown_reclaim,true,1321,false,ext-1,6642.66,1.66,entry_model_available,2026-03-13 03:10,2026-03-13 04:10,2026-03-13 03:11,2026-03-13 04:11,6640.75,0.25,2026-03-13 03:11,2026-03-13 04:11,true,2026-03-13 03:12,2026-03-13 04:12,2026-03-13 03:13,2026-03-13 04:13,2026-03-13 03:18,2026-03-13 04:18,acceptance_3m_next_open,2026-03-13 03:14,2026-03-13 04:14,6642.75,true,5,2.75,true,true,false,false,true,8,2.75,true,true,true,false,true,18.75,2.75,true,true,true,true,true,41,2.75,true,true,true,true,94.75,15.75,true,true,true,true,true
d6a01c34bab9,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6646,2026-03-13,2026-03-12,6646,6646,6646,SUPPORT_LEVEL,support,,true,1321,false,ext-1,6642.66,3.34,entry_model_available,2026-03-13 03:05,2026-03-13 04:05,2026-03-13 03:05,2026-03-13 04:05,6645.5,0.5,2026-03-13 03:05,2026-03-13 04:05,true,2026-03-13 03:06,2026-03-13 04:06,2026-03-13 03:07,2026-03-13 04:07,2026-03-13 03:34,2026-03-13 04:34,acceptance_3m_next_open,2026-03-13 03:08,2026-03-13 04:08,6649.25,true,1.75,8.75,false,false,false,false,true,1.75,9.25,false,false,false,false,true,8.5,9.25,true,true,true,false,true,34.5,9.25,true,true,true,true,88.25,22.25,true,true,true,true,true
ff2f764293d8,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6652 (major),2026-03-13,2026-03-12,6652,6652,6652,MAJOR_SUPPORT,support,major,true,1321,false,PUT_TRIGGER,6658.94,6.94,entry_model_available,2026-03-13 02:16,2026-03-13 03:16,2026-03-13 02:22,2026-03-13 03:22,6650.5,1.5,2026-03-13 02:23,2026-03-13 03:23,false,2026-03-13 02:24,2026-03-13 03:24,2026-03-13 02:25,2026-03-13 03:25,2026-03-13 02:28,2026-03-13 03:28,acceptance_3m_next_open,2026-03-13 02:26,2026-03-13 03:26,6657.25,true,4.5,2.25,true,true,false,false,true,7.25,2.25,true,true,false,false,true,7.25,6.25,true,true,false,false,true,7.25,17.25,true,true,false,false,80.25,30.25,true,true,true,true,true
149a80c09b51,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6656,2026-03-13,2026-03-12,6656,6656,6656,SUPPORT_LEVEL,support,,true,1321,false,PUT_TRIGGER,6658.94,2.94,entry_model_available,2026-03-13 02:06,2026-03-13 03:06,2026-03-13 02:06,2026-03-13 03:06,6655.75,0.25,2026-03-13 02:07,2026-03-13 03:07,false,2026-03-13 02:08,2026-03-13 03:08,2026-03-13 02:09,2026-03-13 03:09,2026-03-13 02:36,2026-03-13 03:36,acceptance_3m_next_open,2026-03-13 02:10,2026-03-13 03:10,6656.75,true,2.25,2.75,true,false,false,false,true,2.25,6.25,true,false,false,false,true,7.75,6.25,true,true,false,false,true,7.75,15.75,true,true,false,false,80.75,29.75,true,true,true,true,true
e51c17892298,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6663 (major),2026-03-13,2026-03-12,6663,6663,6663,MAJOR_SUPPORT,support,major,true,1321,false,PUT_TRIGGER,6658.94,4.06,entry_model_available,2026-03-13 02:04,2026-03-13 03:04,2026-03-13 02:04,2026-03-13 03:04,6662.75,0.25,2026-03-13 02:04,2026-03-13 03:04,true,2026-03-13 03:51,2026-03-13 04:51,2026-03-13 03:52,2026-03-13 04:52,2026-03-13 03:53,2026-03-13 04:53,acceptance_3m_next_open,2026-03-13 03:53,2026-03-13 04:53,6669.5,true,2.75,2.5,true,false,false,false,true,14.25,2.5,true,true,true,true,true,14.25,2.5,true,true,true,true,true,14.25,2.5,true,true,true,true,68,42.5,true,true,true,true,true
473442daff01,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6667,2026-03-13,2026-03-12,6667,6667,6667,SUPPORT_LEVEL,support,,true,1321,false,PUT_TRIGGER,6658.94,8.06,entry_model_available,2026-03-13 01:56,2026-03-13 02:56,2026-03-13 02:01,2026-03-13 03:01,6665.5,1.5,2026-03-13 03:52,2026-03-13 04:52,false,2026-03-13 03:53,2026-03-13 04:53,2026-03-13 03:54,2026-03-13 04:54,2026-03-13 04:01,2026-03-13 05:01,acceptance_3m_next_open,2026-03-13 03:55,2026-03-13 04:55,6668,true,9.25,1,true,true,true,false,true,15.75,1,true,true,true,true,true,15.75,1,true,true,true,true,true,15.75,1,true,true,true,true,69.5,41,true,true,true,true,true
bbd7eff65630,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6676,2026-03-13,2026-03-12,6676,6676,6676,SUPPORT_LEVEL,support,,true,1321,false,PREV_CLOSE,6685.25,9.25,entry_model_available,2026-03-12 19:00,2026-03-12 20:00,2026-03-12 19:00,2026-03-12 20:00,6673.25,2.75,2026-03-12 19:01,2026-03-12 20:01,false,2026-03-12 19:06,2026-03-12 20:06,2026-03-12 19:07,2026-03-12 20:07,2026-03-12 19:10,2026-03-12 20:10,acceptance_3m_next_open,2026-03-12 19:08,2026-03-12 20:08,6680,true,11.25,1,true,true,true,true,true,21.75,1,true,true,true,true,true,27.75,1,true,true,true,true,true,31,1,true,true,true,true,57.5,53,true,true,true,true,true
bf6636f0a1cd,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,"Late day today, we flushed this shelf down to 6680 before the close, and the recovery of 6685 would constitute a Failed Breakdown.",2026-03-13,2026-03-12,6680,6680,6680,FAILED_BREAKDOWN_RECLAIM,support,failed_breakdown_reclaim|shelf_cluster_low,true,1321,false,PREV_CLOSE,6685.25,5.25,entry_model_available,2026-03-12 17:01,2026-03-12 18:01,2026-03-12 17:01,2026-03-12 18:01,6678.75,1.25,2026-03-12 17:03,2026-03-12 18:03,false,2026-03-12 17:04,2026-03-12 18:04,2026-03-12 17:05,2026-03-12 18:05,2026-03-12 17:29,2026-03-12 18:29,acceptance_3m_next_open,2026-03-12 17:06,2026-03-12 18:06,6681,true,6.75,0.5,true,true,false,false,true,6.75,3.5,true,true,false,false,true,11.25,3.5,true,true,true,true,true,14.75,3.5,true,true,true,true,56.5,54,true,true,true,true,true
11b5eb37471f,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Supports are: 6685 (major),2026-03-13,2026-03-12,6685,6685,6685,FIRST_SUPPORT_CAUTION,support,major|first_support_caution|failed_breakdown_reclaim|shelf_cluster_low,true,1321,false,PREV_CLOSE,6685.25,0.25,entry_model_available,2026-03-12 17:00,2026-03-12 18:00,2026-03-12 17:00,2026-03-12 18:00,6682,3,2026-03-12 17:07,2026-03-12 18:07,false,2026-03-12 17:29,2026-03-12 18:29,2026-03-12 17:30,2026-03-12 18:30,2026-03-12 17:34,2026-03-12 18:34,acceptance_3m_next_open,2026-03-12 17:31,2026-03-12 18:31,6686.75,true,5.5,0.25,true,true,false,false,true,6.5,0.25,true,true,false,false,true,6.5,0.25,true,true,false,false,true,9,0.75,true,true,true,false,50.75,59.75,true,true,true,true,true
9a720bd77c80,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Resistances are: 6693,2026-03-13,2026-03-12,6693,6693,6693,RESISTANCE_ONLY,resistance,resistance_only|failed_breakdown_reclaim,false,1321,false,PREV_CLOSE,6685.25,7.75,not_long_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebccefae4880,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,"I wrote yesterday at 4pm: ""6693 is below there and this is another spot to grab some points.",2026-03-13,2026-03-12,6693,6693,6693,RESISTANCE_ONLY,support,failed_breakdown_reclaim|resistance_only,false,1321,false,PREV_CLOSE,6685.25,7.75,not_long_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc8f5c1b495c,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,"This never happened, and we continued lower into 6697 by 9:50AM.",2026-03-13,2026-03-12,6697,6697,6697,FAILED_BREAKDOWN_RECLAIM,support,failed_breakdown_reclaim,true,1321,false,PREV_CLOSE,6685.25,11.75,entry_model_available,2026-03-12 19:15,2026-03-12 20:15,2026-03-12 19:15,2026-03-12 20:15,6692.5,4.5,2026-03-12 19:16,2026-03-12 20:16,false,2026-03-12 19:17,2026-03-12 20:17,2026-03-12 19:18,2026-03-12 20:18,2026-03-12 19:27,2026-03-12 20:27,acceptance_3m_next_open,2026-03-12 19:19,2026-03-12 20:19,6701.25,true,0.5,3.75,false,false,false,false,true,5.5,3.75,true,true,false,false,true,6.5,3.75,true,true,false,false,true,10.5,3.75,true,true,true,true,36.25,74.25,true,true,true,true,true
95ee11585d82,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,"Not long after, ES recovered a big low at 6699 we set at 1:50pm on Monday, and we ripped nicely after that.",2026-03-13,2026-03-12,6699,6699,6699,FAILED_BREAKDOWN_RECLAIM,support,failed_breakdown_reclaim|no_knife_catch|defend_first|direct_bid_conditional,true,1321,false,CALL_TRIGGER,6711.56,12.56,entry_model_available,2026-03-12 19:16,2026-03-12 20:16,2026-03-12 19:16,2026-03-12 20:16,6696.25,2.75,2026-03-12 19:16,2026-03-12 20:16,true,2026-03-12 19:17,2026-03-12 20:17,2026-03-12 19:18,2026-03-12 20:18,2026-03-12 19:32,2026-03-12 20:32,acceptance_3m_next_open,2026-03-12 19:19,2026-03-12 20:19,6701.25,true,0.5,3.75,false,false,false,false,true,5.5,3.75,true,true,false,false,true,6.5,3.75,true,true,false,false,true,10.5,3.75,true,true,true,true,36.25,74.25,true,true,true,true,true
38500e9c0466,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Resistances are: 6700 (major),2026-03-13,2026-03-12,6700,6700,6700,RESISTANCE_ONLY,resistance,major|resistance_only|failed_breakdown_reclaim|shelf_cluster_low,false,1321,false,CALL_TRIGGER,6711.56,11.56,not_long_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fd73c44d59a,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,"...e option here is the Failed Breakdown of 6685 which was a big shelf of lows from 11:20AM and 3pm today and we would see 6700, 6716, 6738 en route.",2026-03-13,2026-03-12,6700,6700,6700,RESISTANCE_ONLY,support,failed_breakdown_reclaim|shelf_cluster_low|resistance_only,false,1321,false,CALL_TRIGGER,6711.56,11.56,not_long_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f33cd6eda610,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Resistances are: 6704,2026-03-13,2026-03-12,6704,6704,6704,RESISTANCE_ONLY,resistance,failed_breakdown_reclaim|defend_first|resistance_only,false,1321,false,CALL_TRIGGER,6711.56,7.56,not_long_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49837516cb84,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,...e the non-acceptance protocol which automatically activates when price recovers the significant low (6699) by 5 points (6704) and holds above for a few minutes.,2026-03-13,2026-03-12,6704,6704,6704,RESISTANCE_ONLY,support,failed_breakdown_reclaim|defend_first|resistance_only,false,1321,false,CALL_TRIGGER,6711.56,7.56,not_long_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e8020f96f27,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,"We flushed that low to 6705 by 10pm, then recovered it, commencing a Failed Breakdown to 6758 this morning.",2026-03-13,2026-03-12,6705,6705,6705,FAILED_BREAKDOWN_RECLAIM,support,failed_breakdown_reclaim,true,1321,false,CALL_TRIGGER,6711.56,6.56,entry_model_available,2026-03-12 19:27,2026-03-12 20:27,2026-03-12 19:27,2026-03-12 20:27,6702.75,2.25,2026-03-12 19:32,2026-03-12 20:32,false,2026-03-12 19:33,2026-03-12 20:33,2026-03-12 19:34,2026-03-12 20:34,2026-03-12 20:10,2026-03-12 21:10,acceptance_3m_next_open,2026-03-12 19:35,2026-03-12 20:35,6705.75,true,2,2,true,false,false,false,true,2,4.75,true,false,false,false,true,2.25,6.75,true,false,false,false,true,6,6.75,true,true,false,false,31.75,78.75,true,true,true,true,true
fd45906f9bf5,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,Resistances are: 6711,2026-03-13,2026-03-12,6711,6711,6711,RESISTANCE_ONLY,resistance,resistance_only,false,1321,false,CALL_TRIGGER,6711.56,0.56,not_long_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae9878e26bb0,longer-mancini-logs-2,daily_plan_text,data/research/mancini/Longer Mancini Logs 2.txt,false,"If we are freefalling at max speed though, at least wait for the zone to fail to something like 6712 and recover."" By 7:30PM we hit 6716.",2026-03-13,2026-03-12,6712,6712,6712,FAILED_BREAKDOWN_RECLAIM,support,failed_breakdown_reclaim,true,1321,false,CALL_TRIGGER,6711.56,0.44,entry_model_available,2026-03-12 20:10,2026-03-12 21:10,2026-03-12 20:10,2026-03-12 21:10,6709.75,2.25,2026-03-13 07:45,2026-03-13 08:45,false,2026-03-13 07:46,2026-03-13 08:46,2026-03-13 07:47,2026-03-13 08:47,2026-03-13 07:46,2026-03-13 08:46,acceptance_3m_next_open,2026-03-13 07:48,2026-03-13 08:48,6714.75,true,2.75,8,true,false,false,false,true,2.75,12.25,true,false,false,false,true,2.75,12.25,true,false,false,false,true,22.75,12.25,true,true,true,true,22.75,87.75,true,true,true,true,true
