training_row_id,row_origin,raw_file,line,plan_date,pub_date,session_date,packet_id,setup_level,swept_low,recovered_level,entry_price,entry_timestamp_et,source_mode,source_confidence_score,significant_low_score,prior_touch_count,prior_hold_minutes,prior_bounce_points,major_source_bonus,flush_depth,flush_depth_ticks,approach_velocity,multi_level_flush_count,volume_on_trap_bar,median_volume_30m,flush_score,reclaim_score,reclaim_close_location,reclaim_range,acceptance_closes_above_L,non_acceptance_score,non_acceptance_score_with_outcome_audit,non_acceptance_closes,reclaim_minutes_from_trap,squeeze_score,candidate_score,target_room,risk_to_sweep,target_R,next_trusted_level_above,next_trusted_level_source,next_trusted_level_role,next_trusted_level_pub_date,time_of_day_bucket,visual_sanity_status,source_blocker_count,bars_available,window_csv,acceptance_family_model,hard_reject,hard_reject_reasons
direct-8127d20ec8ab3972,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2084,2026-04-22,2026-04-21,2026-04-17,,7120.0,7120.0,7120.0,7125.75,2026-04-17T07:48:00-04:00,context_recap,0.4,0.9125,9,78.0,65.75,1.0,0.0,0.0,9.05,0,719.0,274.0,0.45,0.85,0.775,10.0,16,0.7,0.7,16,,0.6569,0.702,8.25,6.0,1.375,7134.0,daily_plan_text,SUPPORT_LEVEL,2026-04-21,overnight_premarket,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-6259eb44af3aec69,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2086,2026-04-22,2026-04-21,2026-04-22,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,358.0,244.0,0.1467,0.0,,,0,0.0,0.0,0,,0.0,0.1193,,,,,,,,missing,,1,1320,,simple_reclaim_unclassified,true,missing_setup_level;no_reclaim;target_missing_or_below_entry
direct-79423242dfc2cf45,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2111,2026-04-22,2026-04-21,2026-04-22,,7120.0,,7120.0,7123.0,2026-04-21T18:00:00-04:00,planned_setup,0.55,0.2,0,0.0,0.0,1.0,,,,0,358.0,244.0,0.1467,0.8,0.0,1.25,16,0.7,0.8,15,,0.7,0.4743,11.0,,44.0,7134.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-21,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim
direct-1c4831a0818052ce,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2111,2026-04-22,2026-04-21,2026-04-22,,7097.0,,7097.0,7123.0,2026-04-21T18:00:00-04:00,planned_setup,0.55,0.2,0,0.0,0.0,1.0,,,,0,358.0,244.0,0.1467,0.8,0.0,1.25,16,0.7,0.8,16,,0.0,0.3343,-23.0,,-92.0,7100.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-21,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry
direct-be75a1ac479789d8,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2111,2026-04-22,2026-04-21,2026-04-22,,7085.0,,7085.0,7123.0,2026-04-21T18:00:00-04:00,planned_setup,0.55,0.2,0,0.0,0.0,1.0,,,,0,358.0,244.0,0.1467,0.8,0.0,1.25,16,0.7,0.8,16,,0.0,0.3343,-28.0,,-112.0,7095.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-21,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry
direct-7288acb8f5954af6,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2111,2026-04-22,2026-04-21,2026-04-22,,6793.0,,6793.0,7123.0,2026-04-21T18:00:00-04:00,planned_setup,0.55,0.2,0,0.0,0.0,1.0,,,,0,358.0,244.0,0.1467,0.8,0.0,1.25,16,0.7,0.8,16,,0.0,0.3343,-38.0,,-152.0,7085.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-21,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry
direct-d42cd8a3563ed1aa,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2115,2026-04-22,2026-04-21,2026-04-22,,7097.0,7097.0,7097.0,7123.0,2026-04-21T18:00:00-04:00,context_recap,0.4,0.2,0,0.0,0.0,1.0,0.0,0.0,2.625,0,358.0,244.0,0.3967,0.8,0.0,1.25,16,0.7,0.8,16,,0.7,0.5093,79.0,26.25,3.0095,7202.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-21,post_rth,,1,1320,,simple_reclaim_unclassified,true,no_reclaim
direct-275c279a303f23dc,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2117,2026-04-22,2026-04-21,2026-04-22,,,,,,,negative_control,0.0,0.2,0,0.0,0.0,1.0,,,,0,358.0,244.0,0.1467,0.0,,,0,0.0,0.0,0,,0.0,0.0793,,,,,,,,missing,,1,1320,,simple_reclaim_unclassified,true,source_negative_control;missing_setup_level;no_reclaim;target_missing_or_below_entry
direct-7b8a0e96ba735aa7,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2133,2026-04-21,2026-04-20,2026-04-21,,6780.0,6760.0,6780.0,7157.75,2026-04-20T18:00:00-04:00,actual_recap,1.0,0.2,0,0.0,0.0,1.0,20.0,80.0,73.7,0,662.0,441.0,0.7501,0.8,0.0,0.75,16,0.7,0.8,16,,0.0,0.5,-108.75,398.0,-0.2732,7049.0,daily_plan_text,RESISTANCE_ONLY,2026-04-20,post_rth,,2,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry
direct-14f6dc27920f0f40,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2135,2026-04-21,2026-04-20,2026-04-21,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,662.0,441.0,0.1501,0.0,,,0,0.0,0.0,0,,0.0,0.12,,,,,,,,missing,,1,1320,,simple_reclaim_unclassified,true,missing_setup_level;no_reclaim;target_missing_or_below_entry
direct-862e51962824df80,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2173,2026-04-21,2026-04-20,2026-04-21,,6793.0,,6793.0,7157.75,2026-04-20T18:00:00-04:00,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,662.0,441.0,0.1501,0.8,0.0,0.75,16,0.7,0.8,16,,0.0,0.32,-108.75,,-435.0,7049.0,daily_plan_text,RESISTANCE_ONLY,2026-04-20,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry
direct-61a963f1660b74de,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2181,2026-04-21,2026-04-20,2026-04-21,,6793.0,6760.0,6793.0,7157.75,2026-04-20T18:00:00-04:00,context_recap,0.4,0.2,0,0.0,0.0,1.0,33.0,132.0,73.7,1,662.0,441.0,0.8168,0.8,0.0,0.75,16,0.7,0.8,16,,0.0,0.4534,-108.75,398.0,-0.2732,7049.0,daily_plan_text,RESISTANCE_ONLY,2026-04-20,post_rth,,2,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry
direct-b1289903c18eb090,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2183,2026-04-21,2026-04-20,2026-04-17,,7120.0,7085.0,7120.0,7125.75,2026-04-17T07:48:00-04:00,actual_recap,1.0,0.9125,9,78.0,65.75,1.0,35.0,140.0,16.05,5,719.0,274.0,1.0,0.85,0.775,10.0,16,0.7,0.7,16,,0.5498,0.8506,21.25,41.0,0.5183,7147.0,daily_plan_text,FIRST_SUPPORT_CAUTION,2026-04-20,overnight_premarket,,1,1320,,ladder_first_reclaim,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-eec5cf37544f6701,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2193,2026-04-21,2026-04-20,2026-04-17,,7153.0,,7153.0,7153.75,2026-04-17T09:10:00-04:00,context_recap,0.4,1.0,39,321.0,32.75,1.0,,,,0,719.0,274.0,0.2,0.8667,0.7333,3.75,1,0.0,0.0,0,,0.6319,0.673,5.25,,21.0,7159.0,daily_plan_text,RESISTANCE_ONLY,2026-04-20,overnight_premarket,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-4141eb539f154907,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2219,2026-04-21,2026-04-20,2026-04-17,,7120.0,,7120.0,7125.75,2026-04-17T07:48:00-04:00,planned_setup,0.55,0.9125,9,78.0,65.75,1.0,,,,0,719.0,274.0,0.2,0.85,0.775,10.0,16,0.7,0.7,16,,0.735,0.6826,21.25,,85.0,7147.0,daily_plan_text,FIRST_SUPPORT_CAUTION,2026-04-20,overnight_premarket,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-6db6387f663e403a,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2221,2026-04-21,2026-04-20,2026-04-21,,,,,,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,,,,0,662.0,441.0,0.1501,0.0,,,0,0.0,0.0,0,,0.0,0.135,,,,,,,,missing,,1,1320,,simple_reclaim_unclassified,true,missing_setup_level;no_reclaim;target_missing_or_below_entry
direct-5bbab94662aae564,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2223,2026-04-21,2026-04-20,2026-04-21,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,662.0,441.0,0.1501,0.0,,,0,0.0,0.0,0,,0.0,0.12,,,,,,,,missing,,1,1320,,simple_reclaim_unclassified,true,missing_setup_level;no_reclaim;target_missing_or_below_entry
direct-721cac175528f6e3,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2234,2026-04-21,2026-04-20,2026-04-21,mancini-es1m:2026-04-21T1009:7125.0:f658c3c64aec,7125.0,7120.75,7125.0,7125.25,2026-04-21T10:06:00-04:00,context_recap,0.4,0.6125,4,3.0,8.5,1.0,4.25,17.0,1.8438,1,5760.0,3922.0,0.6299,1.0,0.8,3.75,16,0.7,0.8,16,4.0,0.76,0.7211,21.75,4.75,4.5789,7147.0,daily_plan_text,SUPPORT_LEVEL,2026-04-20,rth_open,training_candidate,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260421_1009_7125.0_f658c3c64aec.csv,non_acceptance_protocol,false,
direct-687908d8638c91b2,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2240,2026-04-21,2026-04-20,2026-04-17,,7120.0,,7120.0,7125.75,2026-04-17T07:48:00-04:00,planned_setup,0.55,0.9125,9,78.0,65.75,1.0,,,,0,719.0,274.0,0.2,0.85,0.775,10.0,16,0.7,0.7,16,,0.735,0.6826,21.25,,85.0,7147.0,daily_plan_text,FIRST_SUPPORT_CAUTION,2026-04-20,overnight_premarket,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-8ca1251a946ebbd4,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2277,2026-04-21,2026-04-20,2026-04-21,,7120.0,,7120.0,7157.75,2026-04-20T18:00:00-04:00,planned_setup,0.55,1.0,66,343.0,21.5,1.0,,,,0,662.0,441.0,0.1501,0.8,0.0,0.75,16,0.7,0.8,16,,0.0,0.535,-10.75,,-43.0,7147.0,daily_plan_text,RESISTANCE_ONLY,2026-04-20,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry
direct-202e4ddd73e1782b,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2277,2026-04-21,2026-04-20,2026-04-21,,6793.0,,6793.0,7157.75,2026-04-20T18:00:00-04:00,planned_setup,0.55,0.2,0,0.0,0.0,1.0,,,,0,662.0,441.0,0.1501,0.8,0.0,0.75,16,0.7,0.8,16,,0.0,0.335,-10.75,,-43.0,7147.0,daily_plan_text,RESISTANCE_ONLY,2026-04-20,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry
direct-3304f278c27850c7,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2281,2026-04-21,2026-04-20,2026-04-16,,7085.0,,7085.0,7086.0,2026-04-16T11:00:00-04:00,context_recap,0.4,0.6562,26,51.0,4.0,1.0,,,,0,493.0,229.0,0.2,0.8667,0.9,2.5,1,0.0,0.0,0,,0.715,0.6037,74.0,,296.0,7160.0,daily_plan_text,SUPPORT_LEVEL,2026-04-20,midday,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-3f81bb2cb4404e48,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2283,2026-04-21,2026-04-20,2026-04-21,,,,,,,negative_control,0.0,0.2,0,0.0,0.0,1.0,,,,0,662.0,441.0,0.1501,0.0,,,0,0.0,0.0,0,,0.0,0.08,,,,,,,,missing,,1,1320,,simple_reclaim_unclassified,true,source_negative_control;missing_setup_level;no_reclaim;target_missing_or_below_entry
direct-0485fd63fad4e877,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2302,2026-04-18,2026-04-19,2026-04-18,,6780.0,6760.0,6780.0,6780.0,,actual_recap,1.0,0.2,0,0.0,0.0,1.0,20.0,80.0,,0,,,0.35,0.0,,,0,0.0,0.0,0,,0.0,0.22,,20.25,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;target_missing_or_below_entry
direct-9e54466c7f7cee5a,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2304,2026-04-18,2026-04-19,2026-04-18,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.09,,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-376bd921f4a39c83,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2342,2026-04-18,2026-04-19,2026-04-13,,6793.0,,6793.0,6793.5,2026-04-12T19:47:00-04:00,context_recap,0.4,0.7854,12,17.0,135.25,1.0,,,,0,1258.0,267.0,0.2,1.0,1.0,1.75,16,0.7,0.8,10,,0.0,0.5264,,,,,,,,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry;source_after_entry_leakage
direct-964191f0bf58f08d,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2350,2026-04-18,2026-04-19,2026-04-18,,6793.0,6760.0,6793.0,6793.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,33.0,132.0,,0,,,0.35,0.0,,,0,0.0,0.0,0,,0.0,0.16,,33.25,,,,,,missing,,2,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;target_missing_or_below_entry
direct-a31625659cc1da3b,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2360,2026-04-18,2026-04-19,2026-04-18,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.09,,,,7075.0,source_row_target,target_or_response,2026-04-19,missing,,1,0,,simple_reclaim_unclassified,true,missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-10cd2bec48e80e76,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2376,2026-04-18,2026-04-19,2026-04-16,,7058.0,,7058.0,7065.25,2026-04-15T18:00:00-04:00,planned_setup,0.55,1.0,28,462.0,31.0,1.0,,,,0,493.0,229.0,0.2,1.0,0.5,0.5,16,0.7,0.8,16,,0.0,0.595,,,,,,,,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry;source_after_entry_leakage
direct-94ce9e5973a9c8b8,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2384,2026-04-18,2026-04-19,2026-04-16,,7058.0,,7058.0,7065.25,2026-04-15T18:00:00-04:00,planned_setup,0.55,1.0,28,462.0,31.0,1.0,,,,0,493.0,229.0,0.2,1.0,0.5,0.5,16,0.7,0.8,16,,0.0,0.595,,,,,,,,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry;source_after_entry_leakage
direct-7cfdcaa910a2ae5b,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2386,2026-04-18,2026-04-19,2026-04-18,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.09,,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-64bcb279fd7985ae,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2397,2026-04-18,2026-04-19,2026-04-18,,7063.0,,7063.0,7063.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.09,,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;target_missing_or_below_entry
direct-d5c040249e92c73d,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2418,2026-04-18,2026-04-19,2026-04-18,,7104.0,7147.0,7104.0,7104.0,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,-43.0,-172.0,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.105,,-42.75,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;target_missing_or_below_entry
direct-840b61256f4ad79f,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2418,2026-04-18,2026-04-19,2026-04-18,,6793.0,7147.0,6793.0,6793.0,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,-354.0,-1416.0,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.105,,-353.75,,,,,,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim;target_missing_or_below_entry
direct-c832d6145688c4d9,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2422,2026-04-18,2026-04-19,2026-04-17,,7153.0,,7153.0,7153.75,2026-04-17T09:10:00-04:00,context_recap,0.4,1.0,39,321.0,32.75,1.0,,,,0,719.0,274.0,0.2,0.8667,0.7333,3.75,1,0.0,0.0,0,,0.035,0.5537,,,,,,,,overnight_premarket,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry;source_after_entry_leakage
direct-c31774bab9ff6531,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2424,2026-04-18,2026-04-19,2026-04-18,,,,,,,negative_control,0.0,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.05,,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,source_negative_control;missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-66da29b52a99ed32,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2440,2026-04-14,2026-04-13,2026-04-14,,6353.0,6353.0,6353.0,6928.25,2026-04-13T18:00:00-04:00,actual_recap,0.2,0.2,0,0.0,0.0,1.0,0.0,0.0,23.3214,0,381.0,263.0,0.3949,1.0,0.5,2.0,16,0.7,0.8,16,,0.0,0.399,-333.25,575.5,-0.5791,6595.0,daily_plan_text,RESISTANCE_ONLY,2026-04-13,post_rth,,1,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry
direct-db5f7c3cdcf07969,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2444,2026-04-14,2026-04-13,2026-04-14,,6780.0,6760.0,6780.0,6928.25,2026-04-13T18:00:00-04:00,actual_recap,1.0,0.2,0,0.0,0.0,1.0,20.0,80.0,8.7857,4,381.0,263.0,0.9449,1.0,0.5,2.0,16,0.7,0.8,16,,0.0,0.589,-48.25,168.5,-0.2864,6880.0,daily_plan_text,RESISTANCE_ONLY,2026-04-13,post_rth,,1,1320,,ladder_first_reclaim,true,no_reclaim;target_missing_or_below_entry
direct-0f7ded4e7224f871,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2481,2026-04-14,2026-04-13,2026-04-14,,6595.0,,6595.0,6928.25,2026-04-13T18:00:00-04:00,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,381.0,263.0,0.1449,1.0,0.5,2.0,16,0.7,0.8,16,,0.0,0.369,-281.25,,-1125.0,6647.0,daily_plan_text,RESISTANCE_ONLY,2026-04-13,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry
direct-9047375bc2605f11,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2489,2026-04-14,2026-04-13,2026-04-14,,6595.0,,6595.0,6928.25,2026-04-13T18:00:00-04:00,planned_setup,0.55,0.2,0,0.0,0.0,1.0,,,,0,381.0,263.0,0.1449,1.0,0.5,2.0,16,0.7,0.8,16,,0.0,0.384,-281.25,,-1125.0,6647.0,daily_plan_text,RESISTANCE_ONLY,2026-04-13,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry
direct-419c1d41e130a9b8,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2491,2026-04-14,2026-04-13,2026-04-14,,6788.0,6788.0,6788.0,6928.25,2026-04-13T18:00:00-04:00,context_recap,0.4,0.2,0,0.0,0.0,1.0,0.0,0.0,7.7857,0,381.0,263.0,0.3949,1.0,0.5,2.0,16,0.7,0.8,16,,0.0,0.419,-48.25,140.5,-0.3434,6880.0,daily_plan_text,RESISTANCE_ONLY,2026-04-13,post_rth,,1,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry
direct-9d50f40cee1d4c55,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2493,2026-04-14,2026-04-13,2026-04-08,,6793.0,,6793.0,6794.75,2026-04-07T18:00:00-04:00,actual_recap,0.8,1.0,47,1201.0,54.25,1.0,,,,0,519.0,305.0,0.1702,1.0,0.7778,4.5,6,0.8,0.8,2,,0.7,0.754,85.25,,341.0,6880.0,daily_plan_text,SUPPORT_LEVEL,2026-04-13,post_rth,,2,1320,,simple_reclaim_unclassified,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-224465b4f7b72643,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2501,2026-04-14,2026-04-13,2026-04-14,,6360.0,6353.0,6360.0,6928.25,2026-04-13T18:00:00-04:00,actual_recap,1.0,0.2,0,0.0,0.0,1.0,7.0,28.0,23.3214,0,381.0,263.0,0.7011,1.0,0.5,2.0,16,0.7,0.8,16,,0.0,0.5402,-281.25,575.5,-0.4887,6647.0,daily_plan_text,RESISTANCE_ONLY,2026-04-13,post_rth,,1,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry
direct-14594dd16a8e314f,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2503,2026-04-14,2026-04-13,2026-04-14,,6780.0,6760.0,6780.0,6928.25,2026-04-13T18:00:00-04:00,actual_recap,1.0,0.2,0,0.0,0.0,1.0,20.0,80.0,8.7857,4,381.0,263.0,0.9449,1.0,0.5,2.0,16,0.7,0.8,16,,0.0,0.589,-48.25,168.5,-0.2864,6880.0,daily_plan_text,RESISTANCE_ONLY,2026-04-13,post_rth,,1,1320,,ladder_first_reclaim,true,no_reclaim;target_missing_or_below_entry
direct-32c47528d4c57f63,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2517,2026-04-14,2026-04-13,2026-04-09,,6848.0,,6848.0,6848.0,2026-04-09T10:48:00-04:00,context_recap,0.4,1.0,7,165.0,28.0,1.0,,,,0,626.0,228.0,0.2,0.6167,0.8889,4.5,1,0.7,0.7,4,,0.76,0.657,32.0,,128.0,6880.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-13,rth_open,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-704e34fe0d803125,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2525,2026-04-14,2026-04-13,2026-04-09,,6848.0,,6848.0,6848.0,2026-04-09T10:48:00-04:00,context_recap,0.4,1.0,7,165.0,28.0,1.0,,,,0,626.0,228.0,0.2,0.6167,0.8889,4.5,1,0.7,0.7,4,,0.76,0.657,32.0,,128.0,6880.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-13,rth_open,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-9d445a730ae75c9e,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2529,2026-04-14,2026-04-13,2026-04-09,,6848.0,6840.0,6848.0,6848.0,2026-04-09T10:48:00-04:00,planned_setup,0.55,1.0,7,165.0,28.0,1.0,8.0,32.0,1.0109,1,626.0,228.0,0.743,0.6167,0.8889,4.5,1,0.7,0.7,4,,0.76,0.7806,32.0,8.25,3.8788,6880.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-13,rth_open,,2,1320,,simple_reclaim_unclassified,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-236f811bcf42a796,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2531,2026-04-14,2026-04-13,2026-04-14,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,381.0,263.0,0.1449,0.0,,,0,0.0,0.0,0,,0.0,0.119,,,,,,,,missing,,1,1320,,simple_reclaim_unclassified,true,missing_setup_level;no_reclaim;target_missing_or_below_entry
direct-796af8d763a0bac1,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2533,2026-04-14,2026-04-13,2026-04-14,,,,,,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,,,,0,381.0,263.0,0.1449,0.0,,,0,0.0,0.0,0,,0.0,0.134,,,,,,,,missing,,1,1320,,simple_reclaim_unclassified,true,missing_setup_level;no_reclaim;target_missing_or_below_entry
direct-768a29adaf3b526d,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2542,2026-04-14,2026-04-13,2026-04-14,,6853.0,,6853.0,6928.25,2026-04-13T18:00:00-04:00,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,381.0,263.0,0.1449,1.0,0.5,2.0,16,0.7,0.8,16,,0.0,0.369,-48.25,,-193.0,6880.0,daily_plan_text,RESISTANCE_ONLY,2026-04-13,post_rth,,1,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry
direct-cd4bf8e23a5d2368,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2544,2026-04-14,2026-04-13,2026-04-08,,6793.0,,6793.0,6794.75,2026-04-07T18:00:00-04:00,context_recap,0.4,1.0,47,1201.0,54.25,1.0,,,,0,519.0,305.0,0.1702,1.0,0.7778,4.5,6,0.8,0.8,2,,0.7,0.714,85.25,,341.0,6880.0,daily_plan_text,SUPPORT_LEVEL,2026-04-13,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-a16eb29c223bf632,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,2548,2026-04-14,2026-04-13,2026-04-14,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,381.0,263.0,0.1449,0.0,,,0,0.0,0.0,0,,0.0,0.119,,,,,,,,missing,,1,1320,,simple_reclaim_unclassified,true,missing_setup_level;no_reclaim;target_missing_or_below_entry
